,Number of new latrines to build,Number of latrines to maintain,Number of new wells to drill,Number of wells to repair,Availability HWT,HW stations to build,percentage of infants to vaccinate,Access to tmt,percent adults given MDA,percent youth given Albendazole,Mortality,Morbidity,Timeliness,CapEx,OpEx
71,2226,2372,99,19,4,4891,43,93,74,39,79574.5,6645.7125,-0.3839743435382843,1072805838848.0,951153459200.0
72,390,344,4,22,28,4872,100,95,44,13,60290.58125,5238.231640625,-0.5581932663917542,266101719040.0,2150988775424.0
73,6271,360,2,23,0,3427,12,72,82,58,152982.225,9229.1640625,-0.1403724104166031,1226912694272.0,608864501760.0
74,8013,3590,1605,26,0,4645,59,82,9,64,98237.15,6846.47734375,-0.4714123010635376,9781951594496.0,830038736896.0
75,7391,2006,384,8,0,1036,34,1,49,38,251053.65,7875.75078125,-0.3519066274166107,3290498859008.0,400395337728.0
76,8008,2467,2,17,0,4141,83,6,57,42,198065.8125,6441.809375,-0.5653867721557617,1555336527872.0,737118126080.0
77,73,3563,29,0,4,829,25,92,71,25,90285.53125,7394.2125,-0.2617749869823456,191429738496.0,859256848384.0
78,8139,2340,1690,5,4,3419,99,81,49,60,67405.6,4654.028125,-0.6574728488922119,10194362826752.0,1146395295744.0
79,6198,348,21,33,3,7875,23,59,33,33,136471.4,7072.921875,-0.3021467626094818,1473747746816.0,627676086272.0
80,8177,1499,325,21,2,3962,93,29,60,25,130765.25,5096.426953125,-0.6304019689559937,3231986483200.0,884970094592.0
81,2486,2468,98,28,4,4316,43,98,74,33,72100.5,6617.5203125,-0.38928449153900146,1091970531328.0,961302495232.0
82,6188,3618,101,136,4,2131,99,57,33,62,92582.33125,4715.11015625,-0.654689371585846,1672065843200.0,1202132877312.0
83,305,3328,2,462,3,3353,92,80,38,38,78593.4,5332.9375,-0.5792108178138733,185651855360.0,1557729509376.0
84,4181,2339,99,23,7,4395,43,93,54,93,77709.84375,6494.6640625,-0.4033512473106384,1395038093312.0,1068176834560.0
85,6120,141,8,60,4,4458,37,27,17,33,175188.4125,6692.81875,-0.35622137784957886,1268957315072.0,658143903744.0
86,7241,2467,103,16,0,7868,17,30,4,33,217136.4,8469.36796875,-0.2724420130252838,2074898071552.0,372464648192.0
87,7948,420,509,23,0,3421,3,55,18,70,176527.2375,8729.775,-0.2135070562362671,4114465947648.0,431444393984.0
88,8053,2373,1628,54,3,6115,47,44,20,53,139553.925,6206.3140625,-0.4324958026409149,9960301789184.0,732514222080.0
89,584,2465,18,31,59,4911,96,99,22,95,55937.6375,5251.88359375,-0.5825971961021423,372975992832.0,3187472334848.0
90,7213,52,385,23,3,7018,24,93,10,9,83787.58125,7001.7265625,-0.31209835410118103,3482855669760.0,678763364352.0
91,8049,1568,3,2,1,3548,19,37,25,46,190960.575,7940.7734375,-0.300564706325531,1545960685568.0,446049255424.0
92,7964,1897,1690,8,0,1076,91,80,22,38,88135.2375,5970.344921875,-0.6092789769172668,10078425972736.0,974359887872.0
93,7356,3621,511,30,4,5420,45,57,77,25,122960.0875,6243.65,-0.4245758652687073,4094573936640.0,765384065024.0
94,376,2656,36,41,35,4435,100,44,19,22,115551.4,5144.326171875,-0.5980421304702759,411562803200.0,2146166636544.0
95,7504,2153,506,72,4,3627,93,0,49,25,154542.725,4850.00859375,-0.6308668851852417,4029329178624.0,905314304000.0
96,3415,2397,2,480,61,4816,94,99,87,64,53560.8875,5032.434375,-0.6239524483680725,780410814464.0,3511387160576.0
97,8053,3612,19,2,0,7644,8,44,25,38,195316.25,8637.659375,-0.23307673633098602,1777999282176.0,370196545536.0
98,1941,3747,124,17,3,690,27,2,49,14,226013.25,7148.91953125,-0.3205164670944214,997940330496.0,441453051904.0
99,4536,2464,26,233,43,4139,96,63,27,41,90145.3375,4909.08671875,-0.6370812058448792,1073737629696.0,2538247290880.0
100,5643,2527,509,27,3,4914,97,34,10,14,118285.5875,4813.212109375,-0.644529402256012,3767675912192.0,927972917248.0
101,182,1627,66,19,4,4307,35,97,63,33,78875.95625,7091.096875,-0.2902598977088928,526721974272.0,966162382848.0
102,8013,3481,61,23,3,4650,67,94,48,58,65580.26875,5594.703515625,-0.5195295810699463,1876855357440.0,982509551616.0
103,8333,1575,124,61,3,3102,52,34,6,47,149580.975,6072.734765625,-0.45316848158836365,2198649438208.0,724704690176.0
104,4169,3683,29,31,4,4899,20,92,72,25,86608.13125,7105.32109375,-0.3074830174446106,1052934995968.0,751200174080.0
105,4022,3419,30,24,3,7898,84,2,74,37,164637.4,5229.90546875,-0.5868248343467712,1141868986368.0,824208392192.0
106,7136,3759,197,5,3,6990,4,82,1,50,107654.8875,7507.6484375,-0.2449428141117096,2505870147584.0,545863204864.0
107,8048,1705,500,5,1,3524,27,89,22,78,96715.48125,7536.1421875,-0.34057673811912537,4089551257600.0,696397856768.0
108,7939,3729,1764,5,3,7630,23,82,22,55,98985.65,6908.55546875,-0.32949191331863403,10692045307904.0,667353874432.0
109,4338,420,387,24,3,2716,3,55,22,39,158812.9375,7866.56328125,-0.1789543777704239,2835678756864.0,514981101568.0
110,6155,419,509,24,3,4941,1,57,13,62,152812.3375,7740.828125,-0.20553530752658844,3857789747200.0,508360163328.0
111,8052,1893,1635,8,0,7147,40,83,23,54,105306.25,7445.346875,-0.38726478815078735,10033615077376.0,703386222592.0
112,808,3747,28,449,32,7468,94,26,100,38,135575.0375,5148.91953125,-0.61309814453125,556449202176.0,2311075659776.0
113,8051,2372,261,12,0,3165,59,47,13,73,154985.55,7071.165625,-0.4647054076194763,2853296930816.0,731859779584.0
114,8074,2987,6,15,31,5316,98,2,71,55,146738.2125,4670.615625,-0.653576672077179,1630169858048.0,1803025514496.0
115,7056,3412,58,42,0,6981,27,87,1,61,108608.375,8160.56484375,-0.31675323843955994,1779935346688.0,686873772032.0
116,6224,3482,9,467,35,175,99,93,17,53,56598.34375,4748.8078125,-0.6529144048690796,1135937978368.0,2575892217856.0
117,713,3745,56,800,27,7389,94,99,67,52,55157.6375,5179.340234375,-0.6086249351501465,680389771264.0,2718324752384.0
118,7729,2527,98,19,4,4892,43,93,52,94,75481.8375,6315.307421875,-0.41532284021377563,2025684729856.0,924313845760.0
119,8087,349,1148,17,4,1741,20,18,12,2,198303.1375,7053.16484375,-0.31076493859291077,7349056045056.0,430733590528.0
120,8019,52,673,215,3,7857,100,6,32,7,142637.6875,4667.185546875,-0.6536936163902283,5128330936320.0,1034327621632.0
121,391,3743,3,22,0,3436,12,84,19,38,146853.075,10479.46171875,-0.08731024712324142,208770531328.0,679613890560.0
122,951,3759,156,7,4,6098,1,30,58,50,202174.5375,7899.125,-0.20152278244495392,1186725101568.0,463470002176.0
123,7345,265,442,12,0,4702,60,93,11,26,86608.525,7223.01015625,-0.43267062306404114,3713186398208.0,847620014080.0
124,7822,1475,357,17,3,5330,36,13,35,47,190764.85,6539.93359375,-0.384199321269989,3383932747776.0,547800580096.0
125,7919,256,226,31,3,7534,80,89,81,5,66953.425,5235.35859375,-0.5710185170173645,2810500087808.0,1010484445184.0
126,8014,3625,388,5,0,4580,67,94,49,57,79201.0875,6730.66875,-0.5033373832702637,3548715679744.0,916592459776.0
127,8273,1567,1949,3,0,2595,19,80,21,34,119443.875,8070.45,-0.2948029637336731,11513709461504.0,539930525696.0
128,8008,421,957,18,4,4403,44,97,0,33,70250.69375,6333.0484375,-0.4165400266647339,6454493839360.0,840363540480.0
129,969,3759,159,0,4,5595,1,1,42,49,252111.2,7914.45703125,-0.19993847608566284,1186868887552.0,337677254656.0
130,207,2787,130,17,12,2788,99,86,79,58,69183.875,5147.216796875,-0.5967507362365723,803340943360.0,1592250073088.0
131,8114,476,403,3,0,4860,54,34,9,39,178637.8375,7225.153125,-0.4430295526981354,3653138120704.0,607527370752.0
132,8079,3742,259,47,4,7913,18,46,46,14,155438.575,7039.76015625,-0.30875521898269653,3021138821120.0,560058335232.0
133,8274,1756,1404,31,4,1266,59,83,12,0,82826.35,5876.827734375,-0.48247063159942627,8675000844288.0,855446978560.0
134,7948,3754,1540,5,0,516,3,83,11,85,121474.1875,8577.9890625,-0.2223653495311737,9287212466176.0,524848660480.0
135,8079,3601,507,75,4,7926,98,49,49,57,99703.0125,4671.66015625,-0.6537545919418335,4291372777472.0,1109877981184.0
136,3886,3787,34,199,19,7489,98,6,89,63,146951.925,4804.3453125,-0.6486866474151611,1123753525248.0,1625516670976.0
137,7221,3616,108,3,0,5627,1,33,54,48,221532.75,8862.7078125,-0.20397962629795074,2015264505856.0,321464991744.0
138,521,3678,71,48,4,6949,26,2,45,54,228252.675,7220.009375,-0.3004251718521118,707715334144.0,547537420288.0
139,18,3794,2,1850,62,540,83,84,67,47,78356.7875,5640.928125,-0.5336763858795166,33072640000.0,4690339168256.0
140,4598,2526,505,32,3,4901,2,5,21,9,238252.85,7696.42734375,-0.22470498085021973,3564808437760.0,282438860800.0
141,4168,2400,260,0,3,4411,7,18,2,2,214163.05,7606.684375,-0.24152685701847076,2217678995456.0,310516875264.0
142,8014,2526,410,18,3,6115,59,29,45,40,150017.725,5838.13046875,-0.4848790466785431,3717351866368.0,724233748480.0
143,340,3956,4,470,37,3351,94,83,90,8,73187.0125,5194.928515625,-0.6052384972572327,201911681024.0,2667620073472.0
144,970,3664,111,0,0,5627,1,62,42,48,193558.775,10309.75078125,-0.11327683180570602,942450671616.0,486401572864.0
145,4951,2338,2,480,62,1328,94,98,81,47,53720.875,4949.1578125,-0.6295214891433716,920555487232.0,3486240735232.0
146,4599,1758,126,31,4,4890,82,56,21,57,106733.8,5366.8171875,-0.5694142580032349,1624101224448.0,1025460338688.0
147,6078,2399,410,17,2,288,5,58,75,38,152683.425,7818.6125,-0.24139679968357086,3167763824640.0,496229646336.0
148,445,1630,97,23,7,2424,3,7,3,0,247318.725,8088.79296875,-0.14349265396595,662533177344.0,410894598144.0
149,433,3740,2,46,3,1306,2,34,63,66,197352.425,7976.428125,-0.1860732138156891,133259509760.0,519363854336.0
150,143,1701,4,212,33,757,100,72,79,37,86192.425,5238.26484375,-0.56770259141922,72988803072.0,2418885787648.0
151,202,3679,31,32,7,2586,62,54,54,57,126137.975,6193.76640625,-0.45181596279144287,288221429760.0,1066100981760.0
152,8009,3675,898,16,3,2347,35,30,51,34,166927.2375,6543.6875,-0.38135266304016113,6077585293312.0,582522109952.0
153,115,1701,4,203,31,757,91,72,79,37,90614.25625,5502.9796875,-0.5276248455047607,68114558976.0,2289396088832.0
154,6951,2596,1884,10,3,5844,67,26,65,37,148029.8375,5621.05703125,-0.5181637406349182,11069299884032.0,765195583488.0
155,7727,1699,1436,0,0,6924,59,10,75,1,205882.3625,6891.9390625,-0.4708744287490845,8950025027584.0,534877339648.0
156,8301,300,253,36,0,1180,60,84,60,15,99197.475,7117.59765625,-0.46560439467430115,2783444467712.0,841130442752.0
157,7542,3623,124,31,3,717,1,30,3,6,194798.75,7624.784375,-0.22924062609672546,1973947465728.0,337547853824.0
158,136,346,4,228,41,754,100,72,47,37,87069.1625,5290.919140625,-0.5512827634811401,71660797952.0,2701697744896.0
159,6229,3744,125,1,3,548,24,93,42,62,83280.0125,6958.4875,-0.3266927897930145,1744335273984.0,739583787008.0
160,308,3724,4,469,2,3351,94,95,2,54,65589.55625,5694.725,-0.5793166160583496,196341121024.0,1605418614784.0
161,6191,1636,29,11,0,7219,19,76,31,45,136260.9875,8677.1515625,-0.2710058391094208,1489558437888.0,586947035136.0
162,8109,348,1964,15,4,7484,40,49,55,7,137450.5125,6416.70234375,-0.4007083475589752,11740308832256.0,667412398080.0
163,7180,3620,376,26,0,5404,11,83,28,58,120076.25,8474.728125,-0.25353696942329407,3372152520704.0,568116248576.0
164,6474,2396,32,10,0,738,7,94,59,50,106162.225,8986.23515625,-0.21554599702358246,1317755944960.0,601558941696.0
165,8106,2528,353,48,0,3771,0,5,60,2,271298.85,8743.3984375,-0.20718726515769958,3356018606080.0,197671944192.0
166,7222,2715,442,46,3,7908,100,74,63,57,74121.65,4637.18984375,-0.6613213419914246,3808729497600.0,1144227627008.0
167,6580,2396,125,14,3,804,21,29,76,62,180937.1125,7025.265625,-0.3149253726005554,1814776250368.0,551898316800.0
168,118,3803,4,249,7,530,41,19,16,29,194175.575,6947.84765625,-0.33973610401153564,60355833856.0,944064626688.0
169,8149,484,1947,20,3,1740,43,18,12,34,178661.075,6360.773828125,-0.41265183687210083,11450692141056.0,580415979520.0
170,6219,481,3,16,3,5715,35,16,50,46,191052.6625,6693.51875,-0.3587653934955597,1306446790656.0,570162020352.0
171,6565,1600,738,63,3,731,98,98,91,1,51644.21875,4761.05703125,-0.6497101187705994,4948062371840.0,1176494669824.0
172,1572,2467,124,24,0,7459,2,62,31,1,194352.0,10355.275,-0.08031120896339417,1180638117888.0,447740641280.0
173,7767,1699,1632,0,3,6284,59,21,90,6,159904.5625,5831.96484375,-0.4848744571208954,9937159716864.0,665977618432.0
174,8557,271,1794,27,0,1187,75,82,50,15,92232.9875,6431.0296875,-0.5395441055297852,10718185259008.0,893907763200.0
175,1739,3772,124,21,3,3364,89,9,12,53,157967.675,5267.51875,-0.5979927778244019,1060323852288.0,878983315456.0
176,7383,3674,92,18,3,5425,92,1,78,5,153709.8,4856.6484375,-0.6274999976158142,1954176565248.0,812543639552.0
177,6157,291,226,39,3,7325,32,88,95,2,88311.975,6770.4921875,-0.3433680236339569,2496146702336.0,773200412672.0
178,3656,3616,18,195,3,7648,97,9,49,26,146001.075,4874.7796875,-0.6422204375267029,1007595552768.0,1046059286528.0
179,8621,2467,93,0,0,7468,28,78,27,67,121865.9,7992.4546875,-0.3255813419818878,2249336029184.0,637926637568.0
180,651,3660,7,977,27,7467,94,92,71,8,63091.44375,5191.078125,-0.6058732867240906,421562220544.0,2799300247552.0
181,436,2527,18,192,3,540,11,17,46,26,223371.2,7860.3,-0.18475574254989624,187758084096.0,578531688448.0
182,8109,354,1955,48,0,4035,20,50,55,2,171583.575,8064.51640625,-0.2958153188228607,11568412622848.0,464376922112.0
183,7734,2268,1917,3,3,7140,41,45,10,62,142552.975,6398.791796875,-0.4056722819805145,11421844766720.0,664357109760.0
184,72,3748,27,12,7,253,1,1,76,38,259428.9,8135.1859375,-0.15229879319667816,160003194880.0,455050887168.0
185,363,3730,2,38,33,279,83,83,66,15,80622.825,5713.4796875,-0.5276100635528564,83608952832.0,2152819589120.0
186,7471,2364,17,13,0,212,19,38,41,31,203936.525,8525.296875,-0.2721043825149536,1395325534208.0,432654974976.0
187,308,3716,42,7,0,3349,29,1,0,41,319531.575,9984.0046875,-0.15885117650032043,390828130304.0,370323128320.0
188,8105,3804,1283,20,3,7933,29,29,61,32,172478.925,6703.73203125,-0.3567095696926117,8269274808320.0,550006489088.0
189,8369,3621,257,16,0,7888,12,22,5,14,230164.25,8415.46640625,-0.25846269726753235,3060469596160.0,286789140480.0
190,7862,311,1021,23,3,2723,60,33,50,34,145175.8375,5844.1734375,-0.483740895986557,6695471808512.0,749239664640.0
191,8521,3747,574,18,0,2330,12,20,26,2,231196.85,8325.653125,-0.26180973649024963,4507214282752.0,276650360832.0
192,8118,3236,610,16,3,7708,60,12,48,33,170152.05,5798.10703125,-0.48982590436935425,4817569185792.0,672746962944.0
193,8105,3808,1148,0,4,7517,83,18,19,28,143598.675,5125.2828125,-0.5887608528137207,7562897391616.0,820993064960.0
194,221,3875,4,269,69,1437,98,80,91,41,75267.98125,5109.8671875,-0.6171464323997498,111373434880.0,3597293060096.0
195,365,3808,61,1221,60,6657,99,41,92,46,116610.7,5047.6734375,-0.6260469555854797,618706436096.0,3986516344832.0
196,6569,2371,1026,32,4,3411,29,26,35,1,178964.3,6782.4796875,-0.3512183129787445,6521084706816.0,532786970624.0
197,7995,2463,285,49,3,324,17,2,35,2,224980.275,7127.4890625,-0.2997701168060303,2862789689344.0,372337737728.0
198,564,3667,124,3,3,3576,10,19,79,62,214102.0,7656.2078125,-0.23444749414920807,863513608192.0,470243966976.0
199,470,3746,101,9,1,7660,18,60,51,46,173556.1125,9076.24375,-0.2098664790391922,878374420480.0,610729459712.0
200,8021,1699,58,47,0,308,34,62,6,57,150072.8875,8019.16953125,-0.3437599539756775,1704491483136.0,649358671872.0
201,338,3687,8,982,18,4854,99,47,81,57,110525.95,5066.65703125,-0.6223839521408081,276872921088.0,2449989435392.0
202,8118,2012,1566,3,3,1995,21,49,5,1,150102.9,7002.4453125,-0.31836244463920593,9503878676480.0,477704814592.0
203,7270,1600,738,31,3,572,26,29,56,1,177018.35,6875.25078125,-0.3372674584388733,5064988557312.0,503277617152.0
204,6248,2397,2,200,24,3348,99,22,79,37,127631.05,4702.658984375,-0.6555838584899902,1220026826752.0,1789530472448.0
205,7753,480,322,19,0,3811,9,29,42,2,222892.0,8623.76875,-0.23615039885044098,3137307672576.0,299973312512.0
206,7766,1581,653,19,0,1516,36,11,33,41,229105.1,7714.04453125,-0.3642752468585968,4750568849408.0,449334607872.0
207,870,3940,3,785,88,7598,99,87,91,100,65926.35625,4986.64140625,-0.6391001343727112,443984707584.0,4709848973312.0
208,1593,2466,45,3,0,759,1,87,5,8,147901.35,11060.47109375,0.01618928834795952,535397695488.0,578664202240.0
209,7853,3821,1541,27,0,1534,99,74,92,49,90617.275,5648.47734375,-0.646582841873169,9312928792576.0,1064875327488.0
210,711,3664,28,3,1,3588,1,19,7,1,273447.975,9768.9546875,-0.1193351224064827,398021099520.0,239033499648.0
211,913,3745,2,49,0,7469,21,13,24,19,290610.55,9885.0515625,-0.19338402152061462,441644154880.0,388236509184.0
212,7758,3619,1537,17,3,7876,18,73,5,33,115074.2,7073.3890625,-0.30697691440582275,9507269771264.0,585832136704.0
213,8105,288,605,18,3,5714,3,20,66,2,207876.075,7505.0390625,-0.23971179127693176,4716964610048.0,331480006656.0
214,8265,1571,1917,31,3,6668,59,99,11,6,62422.325,5859.456640625,-0.4837949872016907,11497059123200.0,872515239936.0
215,7546,444,511,47,3,7387,97,98,70,15,51528.609375,4751.81484375,-0.6441550850868225,4199405322240.0,1158092161024.0
216,6614,2465,858,831,4,730,98,99,92,57,50334.575,4734.71484375,-0.6507036685943604,5570955837440.0,1939477889024.0
217,501,1699,18,16,0,152,4,98,19,62,129814.175,11806.1375,0.29192057251930237,184919015424.0,817133322240.0
218,258,494,3,0,1,3576,2,44,8,29,237712.0,10518.87734375,0.14654608070850372,190725144576.0,418257829888.0
219,6393,1619,1794,3,0,643,13,80,58,7,125803.825,8492.8609375,-0.25958412885665894,10321630593024.0,509614555136.0
220,7732,2340,4,15,0,7708,96,5,15,89,188508.2125,6091.71953125,-0.6233817934989929,1647654207488.0,852383956992.0
221,7862,3,1120,16,4,271,3,1,12,1,242397.4,7621.6671875,-0.22157570719718933,7112903098368.0,274791792640.0
222,8658,1699,637,23,1,5116,3,27,59,8,214042.55,8168.0328125,-0.239322692155838,4955256127488.0,301950271488.0
223,7669,3803,507,92,3,820,97,77,59,12,72650.40625,4734.143359375,-0.647584855556488,3960773017600.0,1117035692032.0
224,8042,320,1346,15,2,292,29,1,59,2,222842.75,7012.25234375,-0.34612837433815,8302122500096.0,394349182976.0
225,1785,2396,28,63,3,3355,94,92,69,65,63037.225,5187.003125,-0.6031030416488647,576483229696.0,1296099311616.0
226,8265,3620,893,16,3,6707,59,97,52,57,64501.4625,5820.60234375,-0.48581454157829285,6255603089408.0,938720624640.0
227,315,3807,3,0,1,509,3,8,24,9,309867.275,10196.3046875,-0.040107984095811844,88763514880.0,227570417664.0
228,7753,3299,1120,17,0,7695,1,1,15,1,275195.4,8634.2640625,-0.21520169079303741,7364756373504.0,138344939520.0
229,560,2428,30,45,3,740,62,98,84,65,68964.4875,6329.344140625,-0.4135510325431824,278080028672.0,1186040643584.0
230,7750,3679,530,3,0,1771,26,72,2,41,132316.7,8001.68984375,-0.31994980573654175,4127326208000.0,561527652352.0
231,196,3795,4,0,1,497,4,7,24,49,312338.975,10205.15625,-0.027031145989894867,72730247168.0,284360900608.0
232,459,2466,3,16,4,3824,24,10,12,6,221403.3,7405.06171875,-0.2569563090801239,234762240000.0,463673950208.0
233,7729,3424,1941,9,0,7652,67,5,6,33,204769.2,6619.4046875,-0.5063972473144531,11562531160064.0,580423647232.0
234,7763,3619,126,24,0,7459,13,78,27,33,129083.4875,8461.75859375,-0.2595873177051544,2268607283200.0,528521625600.0
235,165,3811,43,1003,95,1489,99,74,91,30,81503.975,5088.39140625,-0.619176983833313,303201943552.0,5055507333120.0
236,7534,3946,509,225,7,7678,99,87,92,75,61196.8125,4637.25,-0.658178985118866,4197691949056.0,1490427445248.0
237,7993,915,227,19,0,499,2,62,58,9,166588.525,8896.465625,-0.20598316192626953,2571864899584.0,394048864256.0
238,7744,3491,530,1,3,1260,25,69,1,54,118071.775,6893.28828125,-0.3349422216415405,4107640504320.0,629138522112.0
239,1628,1628,1020,39,3,7469,0,62,35,1,150603.475,8057.184375,-0.15815283358097076,5778271895552.0,510775820288.0
240,8633,1727,29,7,0,2669,0,15,10,1,258097.75,8932.525,-0.19429533183574677,1748677427200.0,167330398208.0
241,7305,3804,882,19,0,560,59,94,11,62,82375.2625,6998.8890625,-0.4659959673881531,5807923527680.0,874815094784.0
242,7880,3804,517,16,3,7886,77,1,19,38,168140.875,5307.65546875,-0.562655508518219,4306471223296.0,734216585216.0
243,7528,2336,1997,16,0,6860,89,1,46,22,190142.0,5985.723828125,-0.6027072072029114,11785366142976.0,713092366336.0
244,457,3651,28,62,59,7939,94,98,54,94,56686.43125,5217.165234375,-0.6006426215171814,512529268736.0,3170603892736.0
245,8046,1759,413,0,0,3906,7,22,34,9,234631.95,8578.3125,-0.23655356466770172,3657698115584.0,250797948928.0
246,6592,2652,899,25,3,6940,18,62,1,54,132766.225,7121.6890625,-0.3029957711696625,6003585712128.0,591050047488.0
247,7488,3664,995,0,2,3579,6,69,6,57,131426.65,7667.00078125,-0.25310567021369934,6528472973312.0,496591306752.0
248,6985,3924,2,495,4,4795,92,25,48,2,129238.3125,4876.196875,-0.6266865134239197,1401110265856.0,1304813633536.0
249,758,3650,67,814,60,295,97,99,40,55,55494.11875,5209.36171875,-0.6098616123199463,485754175488.0,3854755168256.0
250,8378,3620,253,17,3,7651,4,17,72,9,210558.95,7430.9703125,-0.24962420761585236,3032911183872.0,341824012288.0
251,154,155,2,1565,26,1469,91,86,5,15,74803.7125,5559.173046875,-0.5091022253036499,90637426688.0,3314139529216.0
252,311,2492,3,32,4,7916,96,23,54,89,141626.25,5249.20546875,-0.5786288380622864,358274564096.0,1117553426432.0
253,17,180,2,474,7,739,93,20,91,9,151087.375,5465.18359375,-0.5242725014686584,40158081024.0,1510510166016.0
254,7947,403,252,0,0,1635,77,81,69,39,96814.7125,6642.4515625,-0.5390124320983887,2733298941952.0,940860702720.0
255,8118,3876,1411,16,0,6643,58,1,15,57,218383.8,6865.5859375,-0.4674980044364929,8879838593024.0,556488589312.0
256,1814,3788,45,0,3,3396,1,81,53,62,114262.475,7835.9953125,-0.21132199466228485,670067195904.0,616739897344.0
257,503,2371,10,30,3,159,63,29,7,57,166576.7125,6462.981640625,-0.3848837912082672,144562569216.0,864106315776.0
258,50,3780,0,1594,63,541,97,42,7,32,120702.5,5270.026953125,-0.5903787016868591,28439676928.0,4397847281664.0
259,7214,1980,127,16,0,243,3,3,43,1,283260.975,8991.66171875,-0.20491251349449158,1914917486592.0,171568283648.0
260,6330,2463,1890,0,0,3448,17,81,37,7,120678.7875,8271.06484375,-0.28176066279411316,10904508825600.0,513616019456.0
261,1619,2466,44,39,1,740,18,57,6,30,186676.525,9437.5140625,-0.15373392403125763,534110666752.0,596653375488.0
262,7752,3171,1053,17,3,7155,1,61,0,49,143090.2,7585.7671875,-0.23301413655281067,7001843171328.0,471400284160.0
263,8265,1572,894,16,3,1292,59,98,52,9,63699.1125,5860.12734375,-0.48312798142433167,6063183101952.0,886817882112.0
264,766,1728,19,12,1,3387,3,34,7,2,250972.775,10138.93125,0.024469077587127686,354183053312.0,338637225984.0
265,8118,3427,1949,17,3,7667,2,61,7,46,142202.85,7539.5609375,-0.23860414326190948,11671751884800.0,475796078592.0
266,7229,3300,227,17,3,7651,63,18,75,9,160462.7375,5719.17421875,-0.5019629597663879,2699772821504.0,692627046400.0
267,8042,320,194,57,2,1762,8,38,92,45,182345.1875,7652.9203125,-0.2575125992298126,2457509036032.0,493522944000.0
268,115,3757,3,1851,32,738,84,87,67,40,73942.5625,5583.535546875,-0.5433852076530457,62301433856.0,3709304569856.0
269,8173,291,189,8,0,343,12,14,11,6,252795.95,8685.11015625,-0.23950399458408356,2402948481024.0,248014372864.0
270,359,3715,2,785,59,848,95,33,100,36,129513.3,5215.028515625,-0.601769208908081,103669760000.0,3528652750848.0
271,1655,2466,18,30,3,796,49,33,7,62,166712.4375,6691.43828125,-0.3794752359390259,409300500480.0,763304476672.0
272,1562,3747,96,24,0,7539,61,65,96,62,148692.4,8224.09375,-0.4330451488494873,1038455799808.0,931350773760.0
273,9,832,16,19,7,324,3,29,7,2,214685.0,8305.70859375,-0.08393336087465286,95306235904.0,522876813312.0
274,15,2380,0,480,3,345,7,34,87,57,197072.825,7962.34140625,-0.1601594090461731,15196798976.0,940667961344.0
275,7542,3740,1981,16,3,7482,97,34,56,54,115683.1375,4710.00703125,-0.6490727663040161,11728574218240.0,982328016896.0
276,8168,1699,126,489,7,893,98,11,91,8,138580.7,4698.294140625,-0.6522563099861145,2099582074880.0,1422952366080.0
277,8277,1596,1407,0,0,879,28,31,57,25,198809.225,7834.528125,-0.33271801471710205,8676766646272.0,440043962368.0
278,7606,3907,1025,17,3,300,29,30,35,1,172612.375,6763.2671875,-0.35245299339294434,6582996828160.0,499519979520.0
279,6711,2371,250,47,4,739,5,34,88,6,184792.425,7484.03828125,-0.246242493391037,2475209785344.0,466668584960.0
280,7690,735,35,14,0,355,3,17,20,7,258510.65,9076.1734375,-0.19817262887954712,1530825277440.0,215347019776.0
281,7685,3615,369,0,1,3751,2,5,0,2,257457.45,8317.9359375,-0.23208583891391754,3363920936960.0,168580579328.0
282,8185,3667,530,14,3,4951,70,74,58,49,87998.48125,5494.969921875,-0.5332254767417908,4319057281024.0,927902859264.0
283,11,467,2,27,3,28,28,2,38,62,240845.1,7606.78046875,-0.1805541217327118,13176320000.0,543509938176.0
284,124,274,3,58,32,545,84,80,31,27,85971.1125,5825.05,-0.4675993323326111,56827527168.0,2193377067008.0
285,8034,288,925,0,3,3917,8,22,35,9,201300.9875,7383.5875,-0.25934600830078125,6277452267520.0,344821596160.0
286,1557,3747,28,24,0,7536,33,67,82,52,162224.5,9178.390625,-0.30022022128105164,689315774464.0,749140312064.0
287,7691,1856,1923,15,1,359,3,5,4,6,255303.325,8246.9515625,-0.2320193350315094,11197706403840.0,193555873792.0
288,7880,2364,60,24,1,657,4,5,9,25,261036.45,8430.36953125,-0.23368437588214874,1702917701632.0,236573425664.0
289,362,3747,97,11,3,6787,99,81,99,62,73252.16875,5047.869140625,-0.625399649143219,807246888960.0,1259405049856.0
290,7793,3395,1026,16,3,7891,2,25,36,1,200409.825,7529.44375,-0.23863816261291504,6897590075392.0,323730702336.0
291,6582,2332,1821,30,4,7586,17,53,17,7,147121.85,7147.9078125,-0.2986011505126953,10746051166208.0,541419569152.0
292,365,3440,2,19,63,5455,96,94,37,6,60960.20625,5199.535546875,-0.601032555103302,272777576448.0,3180594987008.0
293,7854,284,1122,1,3,15,7,17,3,9,212396.825,7491.71875,-0.24572350084781647,7112412364800.0,310079455232.0
294,402,1472,29,14,3,751,4,94,36,62,95981.2375,8140.171875,-0.12362194806337357,245856649216.0,768748945408.0
295,7691,352,44,15,0,359,3,9,11,6,276958.625,9166.2953125,-0.16668391227722168,1577225682944.0,181189836800.0
