,Number of new latrines to build,Number of latrines to maintain,Number of new wells to drill,Number of wells to repair,Availability HWT,HW stations to build,percentage of infants to vaccinate,Access to tmt,percent adults given MDA,percent youth given Albendazole,Mortality,Morbidity,Timeliness,CapEx,OpEx
296,8110,3616,226,788,20,611,100,46,100,38,101584.39375,4620.509375,-0.6615703701972961,2591198019584.0,2245801541632.0
297,8043,444,1282,27,2,292,34,2,36,2,216973.45,6875.490625,-0.37061041593551636,7974618660864.0,425511157760.0
298,2,2251,4,1841,56,612,93,76,68,37,84580.6125,5421.13984375,-0.5422561764717102,43153915904.0,4541482270720.0
299,8173,1852,189,8,1,343,12,2,4,6,257615.475,8151.8296875,-0.27056315541267395,2402948481024.0,231782154240.0
300,7414,3800,387,15,0,7498,26,48,56,1,173495.3125,7987.57890625,-0.3214743137359619,3545596428288.0,468213104640.0
301,7170,435,4,192,7,522,98,48,4,53,104261.8,4832.7140625,-0.6366716623306274,1287676231680.0,1315702046720.0
302,6291,211,29,768,3,2114,100,5,60,22,147687.3,4795.912109375,-0.6357998251914978,1320735866880.0,1559844225024.0
303,8176,2338,516,31,0,717,40,7,19,26,232205.775,7597.78125,-0.38124412298202515,4091354808320.0,443300118528.0
304,8165,288,114,8,1,167,2,13,20,6,249710.7,8538.8140625,-0.21652254462242126,2011135213568.0,216770297856.0
305,6257,2395,770,24,0,7832,17,50,39,0,177737.9,8347.16171875,-0.27908360958099365,5317329944576.0,422472744960.0
306,141,3859,42,51,7,7640,93,60,69,42,100058.71875,5257.33515625,-0.5933367013931274,518292439040.0,1277034758144.0
307,13,3500,2,19,3,1395,96,1,38,1,167487.25,5281.2859375,-0.5789279937744141,63392641024.0,865949843456.0
308,1015,3795,29,15,3,7516,49,8,52,62,196231.425,6480.0234375,-0.4155834913253784,599354900480.0,661794193408.0
309,7674,3747,508,0,0,229,56,26,75,5,187995.4125,7108.51484375,-0.45251116156578064,3945204023296.0,580202921984.0
310,583,3759,3,251,32,2556,96,23,60,62,138725.7,5142.72890625,-0.6142231225967407,210091507712.0,2161063886848.0
311,7806,284,1148,15,0,7456,0,30,23,7,225019.1,8784.8546875,-0.1891908198595047,7508622049280.0,239635333120.0
312,7880,3709,834,814,3,710,97,98,39,49,51316.9125,4732.85625,-0.6476385593414307,5667731537920.0,1834866049024.0
313,7732,2979,30,17,0,1627,5,65,31,1,159839.725,8840.66796875,-0.21418917179107666,1558939435008.0,396924780544.0
314,45,2108,4,1993,56,542,94,93,91,57,64379.1875,5389.01640625,-0.5456427335739136,48085762048.0,4777140289536.0
315,8021,451,1533,28,2,291,48,20,11,6,179043.675,6471.61875,-0.43068796396255493,9255870529536.0,558256750592.0
316,7789,3539,509,12,0,6796,60,1,57,1,220190.25,6918.6328125,-0.4734107553958893,4209907335168.0,515934945280.0
317,7687,3728,60,0,0,1632,27,22,11,1,223513.0,8168.4921875,-0.3136018216609955,1704888107008.0,355572514816.0
318,8453,3751,396,31,0,3765,37,55,5,0,153926.85,7620.73046875,-0.3707443177700043,3636364836864.0,537991020544.0
319,42,2147,19,49,3,639,96,98,67,25,58834.16875,5411.075,-0.5378413200378418,127902097408.0,1369994690560.0
320,6392,2339,7,34,0,1637,57,79,61,57,112444.525,7479.31015625,-0.4424304664134979,1208277270528.0,876652134400.0
321,8132,3731,1922,31,2,638,2,49,39,12,166387.925,7755.4703125,-0.23593145608901978,11279533080576.0,397389365248.0
322,2,1571,44,31,7,459,7,0,4,22,261295.2,8138.4515625,-0.11822844296693802,242372460544.0,449292042240.0
323,7957,320,1394,17,2,3835,2,25,59,2,207092.3125,7777.04921875,-0.23129776120185852,8662334570496.0,306144870400.0
324,7224,3628,1795,49,2,5603,28,42,68,1,159904.9625,6969.75234375,-0.34951433539390564,10652352512000.0,542791270400.0
325,854,1759,3,14,3,7551,31,64,59,2,130619.675,7160.74375,-0.2886108160018921,439484776448.0,712125579264.0
326,8045,291,1026,3,2,172,48,23,19,5,175301.875,6487.4671875,-0.4260617792606354,6659867934720.0,550379782144.0
327,139,476,52,16,3,801,98,97,11,63,59584.49375,5374.73203125,-0.539352297782898,319657607168.0,1377515339776.0
328,7685,3800,127,0,0,7493,1,0,3,0,284424.725,8852.46015625,-0.2046872079372406,2261389410304.0,112725909504.0
329,7669,3660,3,815,56,459,98,24,40,55,125869.0125,4712.6859375,-0.6515889763832092,1367123689472.0,3348067778560.0
330,7253,3628,797,206,2,2403,99,42,67,1,111823.375,4891.94296875,-0.6558319926261902,5430903832576.0,1089621065728.0
331,6392,467,1539,2,3,5155,31,21,43,6,186990.9625,6807.121875,-0.34253519773483276,9180453797888.0,490981883904.0
332,508,1703,12,295,4,321,65,63,28,8,117068.825,6348.959765625,-0.40001600980758667,161582710784.0,1223581368320.0
333,8041,3772,1283,24,1,7835,33,13,36,0,211318.625,7238.42734375,-0.368938684463501,8254558044160.0,413811671040.0
334,7307,3811,282,6,3,7665,92,54,59,49,98616.51875,4862.19609375,-0.6272706389427185,2995461816320.0,995448193024.0
335,8168,3804,1597,0,3,165,1,49,43,9,162467.45,7573.825,-0.23260971903800964,9604546166784.0,392821473280.0
336,6259,1627,770,27,3,7896,18,61,39,2,134594.05,7135.39375,-0.30130699276924133,5320012201984.0,546025013248.0
337,6392,1715,251,38,1,482,48,79,61,10,107571.2625,7176.784375,-0.42388805747032166,2415422603264.0,769536098304.0
338,7790,3808,34,821,3,6687,100,41,100,41,106082.8375,4601.566015625,-0.6627747416496277,1774105133056.0,1718441213952.0
339,7961,339,1788,38,2,3594,61,48,52,10,130341.7375,6027.965625,-0.48780110478401184,10671519432704.0,750507720704.0
340,226,1571,44,16,4,459,4,27,52,1,214437.8,8162.07578125,-0.117120161652565,281366396928.0,434949062656.0
341,8634,162,927,14,0,7831,14,1,8,6,264121.45,8288.4359375,-0.2685566246509552,6534921191424.0,215126261760.0
342,7862,3618,1922,223,4,7382,100,6,30,56,141256.4625,4623.032421875,-0.662003755569458,11478550708224.0,1123331080192.0
343,7945,3810,284,14,3,4785,63,62,4,49,106580.075,5730.33046875,-0.5018630623817444,3011701899264.0,827865563136.0
344,7052,1627,18,24,3,7710,45,62,59,62,116994.45,6282.575390625,-0.42216014862060547,1601032814592.0,785348362240.0
345,7685,3800,15,0,0,5,0,29,28,7,233689.4,9030.64375,-0.1881835162639618,1414787235840.0,233317302272.0
346,6388,1603,773,15,1,291,48,14,61,2,204761.7125,7063.45859375,-0.42454028129577637,5080398430208.0,522143072256.0
347,10,988,3,5,1,286,59,34,7,38,227314.6,9190.1203125,-0.02635379508137703,27534082048.0,801778434048.0
348,7737,275,1148,15,2,7552,0,49,23,15,169300.2,7889.496875,-0.21613016724586487,7500113903616.0,367740485632.0
349,7682,3807,1148,1,2,869,60,13,3,25,177133.95,6076.80625,-0.4854954779148102,7246744387584.0,600826052608.0
350,7978,194,1533,28,3,346,15,19,8,5,202044.675,7239.0875,-0.2812933027744293,9250391719936.0,385105199104.0
351,7122,3935,127,15,0,4741,6,0,7,30,280860.85,8741.7140625,-0.22585462033748627,2062989393920.0,199076315136.0
352,8118,3452,1144,0,1,7924,1,48,0,6,178332.925,8226.4140625,-0.2293800413608551,7559529365504.0,303799009280.0
353,316,1627,12,15,4,574,63,65,24,49,116084.5375,6445.0484375,-0.3761858642101288,137388793856.0,1045030895616.0
354,6876,220,16,27,1,167,1,13,22,1,263787.5,9015.63125,-0.12595359981060028,1284986241024.0,228002955264.0
355,8059,339,1660,0,0,1506,51,12,60,5,211641.9,7185.359375,-0.4284292757511139,9957048057856.0,495825977344.0
356,635,3759,3,7,32,3708,97,17,39,55,144620.3,5117.2765625,-0.6182984709739685,261168627712.0,1918090608640.0
357,7693,732,124,3,1,7456,3,45,23,25,188168.875,8425.1984375,-0.23291775584220886,2246072336384.0,350268948480.0
358,6954,1955,966,15,1,346,6,15,4,1,237925.5,8259.54765625,-0.2418503314256668,6169093996544.0,239120433152.0
359,7721,3363,1080,0,0,228,1,48,52,6,188597.05,8680.09375,-0.21194781363010406,6881988837376.0,310954360832.0
360,8149,348,1052,97,1,7685,58,48,8,6,142512.1,6585.053125,-0.47245943546295166,7085165641728.0,728501714944.0
361,29,2363,12,1739,4,610,94,82,37,55,77405.025,5408.59453125,-0.5457307696342468,88741126144.0,2781650878464.0
362,7881,275,796,15,2,4751,0,49,23,49,169169.725,7883.70625,-0.21875512599945068,5620760576000.0,411679916032.0
363,7933,324,514,56,3,408,60,94,36,1,69035.1625,5884.0984375,-0.4808722734451294,4027540570112.0,913258971136.0
364,7286,3879,387,16,0,6604,5,0,15,6,277791.0,8651.67421875,-0.2272266000509262,3490701377536.0,165999034368.0
365,7933,320,514,49,2,411,60,94,59,1,72006.425,6134.9125,-0.47873350977897644,4027649622016.0,893648502784.0
366,7433,476,56,239,4,801,98,96,12,63,54024.21875,4791.2640625,-0.643096387386322,1609877159936.0,1406408196096.0
367,8436,348,888,14,0,364,15,1,0,1,266356.4,8355.828125,-0.2701595425605774,6028377718784.0,211641270272.0
368,132,3677,75,976,3,7386,97,98,59,55,56056.28125,5159.958203125,-0.606336772441864,676419928064.0,2126654734336.0
369,827,3804,88,12,1,678,31,98,11,0,97171.88125,8898.91171875,-0.26135897636413574,619257593856.0,789708144640.0
370,7300,1747,11,31,1,653,3,13,20,57,250016.3,8548.75859375,-0.2253340780735016,1350925549568.0,312683986944.0
371,6389,2147,355,14,3,7502,63,1,3,57,183849.7875,5796.2515625,-0.4978039860725403,3203470196736.0,668771549184.0
372,7222,2527,396,31,0,7935,35,63,59,7,143444.35,7763.2078125,-0.36006397008895874,3574194503680.0,595983859712.0
373,7881,3363,448,49,3,7975,1,47,52,57,165062.1625,7544.5828125,-0.23507878184318542,3956612268032.0,494811217920.0
374,18,1706,2,1079,7,576,65,0,0,63,202387.3125,6323.13359375,-0.40155085921287537,34385920000.0,1788449914880.0
375,7958,3800,323,239,4,6845,99,53,39,49,95190.2,4647.186328125,-0.6578648090362549,3288794660864.0,1253212946432.0
376,506,35,43,14,3,574,1,26,3,59,220200.975,8311.9296875,-0.09163190424442291,329184018432.0,425067773952.0
377,6410,1884,1018,15,0,3739,14,3,28,1,265335.125,8437.88046875,-0.2658189535140991,6464412319744.0,229226577920.0
378,8021,60,1533,28,3,3804,15,20,11,5,199493.55,7205.015625,-0.2840600311756134,9384025391104.0,387498639360.0
379,282,3363,127,12,1,7493,3,60,27,31,184033.475,9619.078125,-0.11225081980228424,972675022848.0,495989882880.0
380,6149,92,380,15,1,7609,1,31,3,9,222746.2,8781.7328125,-0.14958560466766357,3293594255360.0,282897874944.0
381,7922,290,3,129,2,737,93,85,36,34,71344.95,5227.52421875,-0.6199144124984741,1421307674624.0,1163493113856.0
382,7689,1755,419,3,4,6816,96,53,56,9,97480.775,4756.9921875,-0.6439799666404724,3732429340672.0,992098910208.0
383,6262,3939,355,17,0,7729,0,1,15,1,284048.925,8902.7296875,-0.20129896700382233,3189642362880.0,133332549632.0
384,7813,3296,1530,113,1,7784,0,97,48,1,91386.225,8220.4953125,-0.22548788785934448,9477647499264.0,571590049792.0
385,6389,2492,762,14,3,7474,48,14,60,5,179646.0625,6206.24453125,-0.43441781401634216,5286288949248.0,579396435968.0
386,7758,323,1120,46,2,508,61,49,4,1,131181.325,6125.79453125,-0.47821542620658875,7103443894272.0,733693149184.0
387,6373,3931,380,15,1,7609,3,16,56,9,237450.8,8306.715625,-0.2353448122739792,3332588437504.0,264772714496.0
388,7442,321,1410,63,1,7835,15,12,4,6,234517.5,7966.7984375,-0.2646470367908478,8800524304384.0,330417766400.0
389,276,3804,0,12,1,7385,3,60,26,31,187935.625,9822.0296875,-0.10224615782499313,317450846208.0,496242622464.0
390,7880,348,911,48,3,7748,22,11,28,14,206607.2125,6975.63125,-0.31951093673706055,6318717927424.0,439904239616.0
391,6410,1836,1019,15,3,7643,15,11,28,6,213838.375,7216.1390625,-0.28905007243156433,6611948011520.0,360602009600.0
392,7997,3904,1021,13,3,3685,61,34,55,29,141944.5125,5765.96328125,-0.49414366483688354,6754066759680.0,737120354304.0
393,7927,348,883,15,2,7609,8,11,0,9,226775.1,7651.10390625,-0.2555069923400879,6178468265984.0,273913561088.0
394,498,1836,3,45,1,609,4,43,7,42,237142.175,10390.67265625,0.08933661878108978,124268150784.0,487810760704.0
395,7677,294,3,1,0,537,7,44,8,58,206064.05,9102.4421875,-0.16831423342227936,1371361771520.0,394441916416.0
396,6603,1756,732,7,3,287,97,15,19,6,138162.925,4821.73359375,-0.6437214016914368,4907759828992.0,852285980672.0
397,7547,351,130,15,0,4389,14,2,29,2,274601.8,8663.0859375,-0.23583243787288666,2139492450304.0,228399972352.0
398,973,2015,11,49,7,538,96,77,88,56,82469.1375,5359.92421875,-0.5576971173286438,245326086144.0,1443945775104.0
399,7713,3538,7,0,1,2400,31,46,55,14,166949.325,7554.24765625,-0.35321566462516785,1466071252992.0,518340247552.0
400,8197,732,104,18,0,668,3,1,0,1,286241.3,8964.415625,-0.20496805012226105,1983782453248.0,140750438400.0
401,5,1759,12,0,1,288,2,13,11,26,316143.35,10781.909375,0.19219569861888885,72816640000.0,268240273408.0
402,50,2001,5,1985,7,794,88,83,71,59,78339.18125,5555.30703125,-0.5217956304550171,63269117952.0,3078967787520.0
403,7917,1727,898,9,1,664,3,94,36,57,97045.34375,8247.48359375,-0.23369097709655762,6000173645824.0,564149682176.0
404,8178,3873,42,78,7,7783,40,96,11,1,72428.80625,6405.819140625,-0.40294361114501953,1922590179328.0,918093692928.0
405,8101,3667,805,814,3,1500,97,90,60,57,59165.4125,4711.9171875,-0.648616373538971,5586541346816.0,1830295437312.0
406,1837,3914,4,1737,59,541,94,71,28,40,85854.2875,5151.65,-0.6190407276153564,360000684032.0,4428070387712.0
407,8169,2399,484,23,2,3685,94,3,27,6,157883.8,5054.9390625,-0.6345980763435364,4034568650752.0,775649886208.0
408,7925,2208,259,16,0,3428,54,3,26,31,227152.9,7229.5921875,-0.4426116645336151,2830717419520.0,513820327936.0
409,115,3804,16,1,1,806,3,0,26,32,325798.45,10145.015625,-0.03291020169854164,131342082048.0,222293786624.0
410,8148,2371,1763,23,3,4448,33,14,57,0,191131.525,6601.04765625,-0.372911661863327,10607227043840.0,487110541312.0
411,7957,321,1154,48,1,4763,15,12,58,7,231088.125,7851.14609375,-0.28142789006233215,7467387846656.0,346126483456.0
412,7693,3774,1986,31,2,36,13,12,4,6,219946.65,7476.009375,-0.2809060215950012,11508831485952.0,321890418688.0
413,7912,444,1475,4,2,6816,95,53,39,1,103070.0125,5026.2890625,-0.6373201012611389,9177969721344.0,915611713536.0
414,7947,3932,255,14,0,3740,48,2,5,31,233172.7,7369.73828125,-0.4168195426464081,2825448325120.0,462017626112.0
415,6154,3884,284,22,1,2,28,1,0,1,246545.275,7750.0234375,-0.33620724081993103,2525441294336.0,331351719936.0
416,109,3340,61,13,7,4896,97,92,39,54,63201.175,5200.133203125,-0.5956501960754395,509900881920.0,1404104343552.0
417,493,3728,2,35,0,3423,3,64,52,6,194925.65,10619.596875,-0.06558138132095337,220932489216.0,504850612224.0
418,7723,1759,866,6,2,352,0,0,36,6,252581.175,7887.28671875,-0.22360649704933167,5791180390400.0,201091448832.0
419,8458,351,644,16,0,661,9,31,31,1,216877.225,8537.0671875,-0.2436726838350296,4793761267712.0,295708950528.0
420,8086,220,127,46,6,636,97,35,8,0,116822.05,4796.00703125,-0.6406294703483582,2081052164096.0,1034141237248.0
421,7670,3878,1995,1,1,7396,4,18,39,13,227744.675,8092.5265625,-0.24303767085075378,11819401871360.0,258588770304.0
422,8148,1715,1763,25,3,3689,62,15,58,4,165048.5,5750.43984375,-0.4976699948310852,10579538345984.0,668045934592.0
423,8458,348,1011,1,0,375,8,30,28,25,218335.125,8523.9140625,-0.24085748195648193,6662368788480.0,303027159040.0
424,7959,319,381,7,1,7836,7,1,56,0,260417.3,8185.4515625,-0.24605253338813782,3622080348160.0,216553242624.0
425,6293,2368,1791,24,0,740,62,2,4,0,221825.275,7017.5625,-0.47672417759895325,10292401537024.0,513526595584.0
426,7109,320,1536,17,1,3428,1,98,56,30,91609.3125,8400.184375,-0.19658522307872772,9226907811840.0,561208426496.0
427,8182,1755,284,28,3,267,34,60,59,10,126055.4,6612.74375,-0.3737928569316864,2888142684160.0,651258363904.0
428,7906,317,1146,0,1,355,3,2,0,6,263310.25,8330.34140625,-0.21857823431491852,7256746754048.0,167413596160.0
429,762,3683,0,113,1,347,2,29,2,30,254498.75,9847.0125,-0.11265203356742859,145307549696.0,429331447808.0
430,8181,1747,476,1,4,7519,1,51,55,9,158723.625,7551.7578125,-0.2343379706144333,4135561723904.0,434789810176.0
431,7861,236,1151,9,3,6704,62,1,28,57,183742.9625,5793.6296875,-0.49086815118789673,7506125914112.0,675008086016.0
432,10,2012,3,31,1,542,4,45,59,37,233452.225,10426.1921875,0.11199281364679337,36872966144.0,511644303360.0
433,8148,2211,1276,24,3,3611,63,11,37,4,169259.675,5726.19296875,-0.5018297433853149,8083252707328.0,650230235136.0
434,7939,3904,893,7,0,7779,0,33,56,28,215237.15,8622.584375,-0.21218006312847137,6237958176768.0,289138343936.0
435,1781,2384,60,976,4,677,98,28,16,6,134071.85,5175.69921875,-0.6079022884368896,641933377536.0,1822012997632.0
436,8200,3740,356,17,0,305,0,1,0,1,282051.6,8840.82265625,-0.20171698927879333,3261302571008.0,124567527424.0
437,7402,3867,2,977,5,4959,100,95,27,63,53217.28125,4634.88984375,-0.6614234447479248,1479684521984.0,2057535750144.0
438,8049,1635,1666,36,2,612,29,2,39,2,220542.85,6988.36953125,-0.3509174585342407,9953414742016.0,402154356736.0
439,8082,3615,34,817,60,6496,100,42,68,1,105258.0625,4608.69453125,-0.6625174880027771,1817968640000.0,3476703412224.0
440,174,1383,18,30,3,4751,96,94,32,4,62569.16875,5335.0734375,-0.551079511642456,295766392832.0,1266598543360.0
441,106,291,7,3,1,1498,0,43,1,0,242779.075,10639.23125,0.16791756451129913,108939517952.0,360873328640.0
442,4,3804,16,1,1,670,3,1,4,38,327160.25,10255.23359375,-0.004435424692928791,107057913856.0,223607603200.0
443,8022,1691,499,17,3,7811,95,13,36,60,139009.9375,4782.078515625,-0.6399126648902893,4236294488064.0,911593832448.0
444,7433,3869,1932,7,1,7675,3,9,39,3,244788.075,8136.646875,-0.23813758790493011,11465760178176.0,216201052160.0
445,18,3779,2,36,0,536,93,85,95,62,117343.7,8526.1921875,-0.35932156443595886,32926720000.0,1352210579456.0
446,105,672,131,0,2,3483,14,49,5,61,182106.775,8469.97421875,-0.12244430184364319,816058204160.0,571533885440.0
447,7945,3804,737,14,0,7170,51,49,3,26,153718.8,7157.5828125,-0.43423783779144287,5418065592320.0,619080843264.0
448,4597,1724,444,3,3,1695,97,50,56,1,104478.4125,4938.28203125,-0.6339897513389587,3135359680512.0,988486696960.0
449,5,1859,28,1584,7,600,100,83,24,23,74133.125,5261.1640625,-0.5623601675033569,166118359040.0,2750760615936.0
450,6565,2211,899,24,1,260,65,14,44,7,188251.85,6499.50078125,-0.5002493858337402,5755199029248.0,626054791168.0
451,4117,3804,12,8,0,284,30,17,28,6,250645.85,8794.11015625,-0.30359286069869995,788487798784.0,397795000320.0
452,7881,3724,1791,9,0,4783,57,14,36,25,199930.175,6892.640625,-0.4633095860481262,10716330328064.0,553932423168.0
453,8110,3808,477,245,3,6687,99,14,91,56,133423.5,4626.189453125,-0.6586925983428955,4097970798592.0,1156410638336.0
454,6997,288,8,15,1,227,3,33,1,1,222812.775,8933.6859375,-0.14885811507701874,1267278675968.0,292567416832.0
455,7622,3795,1007,42,2,1761,17,22,28,1,199947.475,7334.92421875,-0.3004850149154663,6546920046592.0,391229046784.0
456,125,3875,3,1585,25,1442,100,15,23,8,146363.15,5101.3984375,-0.6182857751846313,89724174336.0,3012136271872.0
457,7829,2396,1536,3,0,7460,2,3,26,0,270094.6,8591.709375,-0.22020414471626282,9499332050944.0,142648475648.0
458,501,2492,0,1,1,415,4,1,61,1,331654.05,10394.70859375,0.07111803442239761,102353305600.0,210858868736.0
459,1834,3918,4,1587,59,6862,97,65,35,24,89695.1375,4998.74609375,-0.6359450817108154,590068514816.0,4261824692224.0
460,6602,1756,1763,7,3,284,34,15,28,5,192242.975,6684.8828125,-0.3690376877784729,10186197565440.0,479610306560.0
461,10,290,2,4,0,509,4,30,56,34,307520.025,11926.81875,0.36295509338378906,30549118976.0,392325529600.0
462,7947,1635,125,36,3,611,29,2,38,2,213936.625,6780.184375,-0.35103553533554077,2045703356416.0,434053906432.0
463,7947,3901,259,7,0,7778,0,33,55,28,218831.2,8759.5546875,-0.20593422651290894,2993235165184.0,290405842944.0
464,8182,2336,476,16,3,7915,34,45,36,10,146653.725,6581.36875,-0.3768206238746643,4150182281216.0,579006038016.0
465,7926,3854,1776,23,1,7472,62,9,39,7,190989.525,6361.787890625,-0.4942838251590729,10745456623616.0,582653313024.0
466,29,3875,2,62,31,1442,100,10,80,23,151761.375,5098.6234375,-0.6151710748672485,67892473856.0,1919843827712.0
467,486,2268,28,1,7,447,31,97,38,25,81837.075,7351.37734375,-0.25027114152908325,244269416448.0,1029349507072.0
468,6550,3232,387,52,2,347,0,10,36,0,237473.05,7949.0015625,-0.22107857465744019,3134322376704.0,267282726912.0
469,10,1599,0,1,0,355,3,30,63,6,308799.05,11973.3890625,0.35890257358551025,14691201024.0,351719489536.0
470,11,467,3,122,60,29,56,61,57,57,127300.6125,6739.45,-0.31794148683547974,18332796928.0,2980276076544.0
471,10,476,2,999,26,287,20,13,43,33,224860.2,7680.40625,-0.1885223090648651,22450561024.0,2096253632512.0
472,7817,2556,1891,9,3,608,46,62,28,27,116649.7625,6264.527734375,-0.4258015751838684,11064885379072.0,714852466688.0
473,7783,1727,892,4,2,6494,33,61,62,1,129077.9125,6847.7703125,-0.37060829997062683,6158805893120.0,585444950016.0
474,6388,1727,217,15,0,3361,3,1,3,2,287814.875,9015.334375,-0.20644943416118622,2345672376320.0,142440464384.0
475,910,3616,35,245,61,1760,98,27,87,55,131932.5125,5052.92109375,-0.6287040114402771,401817632768.0,3120375529472.0
476,7309,3885,127,1839,59,733,98,99,92,40,49917.53125,4696.71796875,-0.6522156000137329,1949330440192.0,4538449788928.0
477,6551,3292,412,55,0,326,6,6,38,0,269961.85,8758.0375,-0.2253684401512146,3261730652160.0,231686078464.0
478,1962,3807,19,1,1,219,3,47,5,1,211071.925,9615.38515625,-0.17649133503437042,446814027776.0,368471900160.0
479,7797,3292,387,51,2,292,61,11,16,6,180194.55,6091.31875,-0.4890584349632263,3349393440768.0,626342100992.0
480,610,2332,20,31,0,888,23,97,14,1,120274.725,10743.2515625,0.05423177033662796,240983064576.0,825735512064.0
481,7861,3805,1,227,3,979,36,30,7,29,167452.4,6563.43515625,-0.38268592953681946,1409276837888.0,743207272448.0
482,1654,3423,56,49,7,3362,98,1,12,55,159433.1,5031.24296875,-0.6344568133354187,697293864960.0,1066985062400.0
483,7866,1571,283,32,5,920,98,21,36,6,129460.5875,4732.58671875,-0.6507609486579895,2851835740160.0,964028071936.0
484,7798,3930,1995,1,1,7963,4,18,31,0,227725.925,8092.040625,-0.24310532212257385,11862366224384.0,236721471488.0
485,6356,3935,3,1594,57,7431,97,70,44,46,79938.4875,4744.887890625,-0.6475376486778259,1392895459328.0,4167333052416.0
486,7818,2399,1536,14,0,7516,25,30,25,7,202284.475,7904.9296875,-0.3211616277694702,9499459977216.0,388234739712.0
487,6374,3677,2,200,5,741,95,93,39,62,57763.80625,4845.543359375,-0.6365123391151428,1146857586688.0,1374873321472.0
488,7989,2556,1664,9,0,7534,33,62,31,27,142645.2,7637.3828125,-0.3571484386920929,10185245458432.0,563986300928.0
489,8052,3660,963,26,2,671,64,4,39,3,184509.4625,5937.1453125,-0.5038398504257202,6356729856000.0,609051213824.0
490,7946,323,634,0,1,289,48,13,60,29,203791.4125,6980.2125,-0.42018312215805054,4639862292480.0,541690789888.0
491,7912,445,60,54,1,7493,88,75,39,63,92829.625,5870.092578125,-0.602156400680542,1957865586688.0,1045980971008.0
492,919,3804,112,22,1,4740,17,9,36,7,269747.75,8952.284375,-0.23581138253211975,906334699520.0,333717831680.0
493,7915,3820,771,5,0,544,31,62,28,0,145872.325,7805.11796875,-0.3433598279953003,5345208434688.0,518596165632.0
494,7926,2492,1891,8,3,3684,49,57,28,4,121080.225,6149.4609375,-0.4408412277698517,11196070625280.0,682244308992.0
495,7813,3715,1433,0,0,3790,23,13,19,30,232370.7,7941.79921875,-0.3129594326019287,8835305570304.0,337110827008.0
496,7818,3811,1024,13,3,6700,61,62,28,0,107568.625,5782.694921875,-0.4934200048446655,6848254574592.0,764103491584.0
497,7947,290,900,0,2,4389,12,14,68,29,216998.525,7485.2671875,-0.2742937505245209,6151524057088.0,357754994688.0
498,8473,3651,252,55,2,3557,81,65,27,59,97522.525,5434.75,-0.579104483127594,2894979137536.0,970505322496.0
499,8177,421,563,45,2,608,26,27,2,4,187300.525,7153.6828125,-0.3352316617965698,4328191950848.0,454050512896.0
500,365,3792,61,1221,67,1505,99,41,91,46,117073.175,5067.09921875,-0.6239902377128601,430761574400.0,4218471841792.0
501,8173,355,491,0,1,766,16,9,51,29,238528.55,7927.803125,-0.2878224551677704,3964618670080.0,328076197888.0
502,7697,67,3,53,7,7653,91,92,91,62,59842.8625,4931.027734375,-0.6127142906188965,1634435334144.0,1319576010752.0
503,7786,3875,395,60,3,292,2,19,16,6,211502.725,7576.43203125,-0.23495341837406158,3388439265280.0,341520482304.0
504,7797,1699,1816,24,3,4068,0,12,29,0,223975.7,7612.3125,-0.22810526192188263,10803624280064.0,273112465408.0
505,1786,3747,8,14,0,671,0,2,20,0,334996.875,10525.5375,-0.12794847786426544,376345034752.0,139637555200.0
506,6395,295,44,49,0,7650,1,96,24,0,107979.95,9487.95703125,-0.1093461737036705,1617593630720.0,541529571328.0
507,7833,2492,156,23,2,7675,46,77,36,4,100392.56875,6520.115625,-0.42671090364456177,2442272964608.0,713956655104.0
508,429,3616,61,1065,63,7678,99,82,91,46,72274.775,5055.2765625,-0.6239382028579712,667093762048.0,4099430678528.0
509,506,3362,3,14,1,864,62,10,20,2,250149.4,8368.5796875,-0.30566439032554626,134963208192.0,617525280768.0
510,6438,3740,899,1,2,1440,62,9,26,1,181744.0125,6055.516015625,-0.49271121621131897,5776138567680.0,583554433024.0
511,8437,2782,1547,49,0,7835,33,94,3,37,89733.3125,7622.1546875,-0.35739123821258545,9675174051840.0,697276891136.0
512,324,61,0,32,2,656,2,8,24,1,275491.25,9068.8984375,-0.014640321023762226,80332800000.0,266790797312.0
513,7797,3887,499,2,0,420,2,19,16,4,245015.0,8748.91328125,-0.2122134566307068,3927503798272.0,198715555840.0
514,8045,29,4,38,1,637,93,24,35,39,157955.8125,5898.56875,-0.5866602659225464,1444191141888.0,896865665024.0
515,7282,2208,0,240,2,673,98,12,35,38,147792.0625,5042.666015625,-0.6487314105033875,1292201623552.0,1065250258944.0
516,7369,3666,4,779,3,5058,99,96,92,54,52346.35,4645.3796875,-0.657845139503479,1487791587328.0,1840556015616.0
517,7310,3679,126,238,4,733,98,96,39,40,53264.0625,4725.19140625,-0.6509841680526733,1944384700416.0,1363635863552.0
518,7722,3772,252,55,0,519,50,1,37,5,234943.05,7374.096875,-0.4230174720287323,2653418946560.0,490743037952.0
519,7940,3902,243,1,0,3613,0,14,52,3,255519.15,8783.065625,-0.20469243824481964,2758157533184.0,186284376064.0
520,8138,2399,771,9,1,367,0,46,39,41,184113.3,8324.46640625,-0.22173108160495758,5377571684352.0,370318180352.0
521,7861,210,1147,0,2,6861,1,26,59,5,206681.125,7824.54375,-0.22245019674301147,7491371925504.0,293262065664.0
