,Number of new latrines to build,Number of latrines to maintain,Number of new wells to drill,Number of wells to repair,Availability HWT,HW stations to build,percentage of infants to vaccinate,Access to tmt,percent adults given MDA,percent youth given Albendazole,Mortality,Morbidity,Timeliness,CapEx,OpEx
448,4279,3353,988,14,0,1203,4,48,21,83,286574.4375,84457.3125,-0.051922377198934555,5847333208064.0,444777267200.0
449,4023,2077,807,483,3,6900,77,39,45,100,274974.65625,79717.65625,-0.19541282951831818,5083876032512.0,1370425917440.0
450,5020,1422,221,9,0,3504,2,14,10,63,382267.125,88396.453125,-0.028893182054162025,2133227732992.0,269058539520.0
451,8035,2582,746,14,3,1104,2,8,9,61,355835.125,87712.265625,-0.13371317088603973,5258526851072.0,335216607232.0
452,68,5,35,14,1,6633,0,14,22,9,369185.84375,98915.015625,-0.01842893846333027,433009328128.0,245936848896.0
453,7831,1161,39,15,0,7330,2,80,3,31,199676.5,94707.703125,0.008912548422813416,1830298714112.0,451480256512.0
454,71,2297,40,967,55,7546,58,96,26,98,135071.421875,80139.46875,-0.19038309156894684,492437798912.0,3649611235328.0
455,4515,3791,1190,15,0,1247,5,38,13,23,317320.25,96399.1484375,0.0219314806163311,6924261130240.0,327121895424.0
456,8121,3030,1117,15,0,1886,5,8,10,75,398422.34375,86036.2578125,-0.04297122731804848,7201544994816.0,279561961472.0
457,8072,3865,467,24,0,1380,2,80,13,11,200910.828125,98788.2890625,0.03725679591298103,3846556614656.0,431318401024.0
458,3511,2438,1263,1,3,7534,2,15,18,55,338594.4375,88823.15625,-0.12990809977054596,7352594464768.0,352581451776.0
459,4023,3857,1505,15,0,7455,2,61,2,96,249825.53125,81829.453125,-0.07045771926641464,8677882855424.0,485151473664.0
460,4023,2074,804,415,3,6901,53,56,34,100,233743.84375,79743.4375,-0.19230450689792633,5068552142848.0,1219993665536.0
461,5047,1934,252,31,2,6438,1,30,30,94,307744.3125,81313.6796875,-0.16001784801483154,2403679600640.0,445613670400.0
462,1543,2910,415,15,0,7065,1,16,14,40,377721.4375,92921.0625,-0.002138247014954686,2651136983040.0,258905194496.0
463,3685,1857,1099,15,2,6052,2,34,13,23,300852.75,95576.1015625,-0.0714811161160469,6489142460416.0,359663697920.0
464,8120,3007,1891,49,3,7071,11,76,10,80,186004.96875,83801.4140625,-0.16206759214401245,11353401065472.0,645498535936.0
465,8044,1513,405,48,3,1184,5,16,10,50,336397.6875,89921.8828125,-0.12040415406227112,3517091676160.0,392105951232.0
466,386,1174,130,47,2,1379,4,53,6,5,253562.25,99295.71875,-0.04561525583267212,783100805120.0,487580270592.0
467,8120,3527,20,1076,9,345,24,96,5,98,135621.59375,80256.96875,-0.18201370537281036,1528515133440.0,1884369715200.0
468,4447,3441,1509,15,0,1856,2,32,13,31,333678.9375,94795.0546875,0.01159661915153265,8567919738880.0,297411575808.0
469,3144,2633,383,15,3,6809,3,0,15,41,376464.9375,91638.390625,-0.11243505775928497,2756659642368.0,298286579712.0
470,72,3447,16,1988,48,742,61,32,26,98,292904.5625,80211.453125,-0.1870448887348175,121521913856.0,4055754342400.0
471,3968,2917,254,17,5,1394,4,53,5,69,243751.390625,86097.109375,-0.14408868551254272,2042082361344.0,585147482112.0
472,7240,3527,1052,11,0,7527,4,65,13,82,239062.84375,84578.625,-0.05460197478532791,6921163112448.0,472844009472.0
473,152,2561,1187,15,1,6464,4,14,18,21,368337.6875,96505.90625,-0.034033726900815964,6339706748928.0,281926664192.0
474,3655,2968,1701,14,3,6828,2,98,12,4,135489.546875,99071.1328125,-0.066168412566185,9594468302848.0,575875776512.0
475,900,1129,131,16,2,1767,0,50,25,61,258289.0,88013.28125,-0.11575020104646683,891852161024.0,503624892416.0
476,3519,2454,657,1,0,1394,2,15,21,51,380115.15625,90823.53125,-0.012225337326526642,4027281047552.0,260636934144.0
477,6840,2168,132,15,2,6463,1,97,18,67,138125.0625,86736.890625,-0.1262984722852707,2102317285376.0,594225397760.0
478,312,3344,1,41,62,648,21,35,26,28,289932.8125,94345.625,-0.09431600570678711,83071991808.0,2541946404864.0
479,5016,2894,978,16,0,7324,5,93,28,61,161879.46875,88744.46875,-0.02893572859466076,6147725590528.0,581391876096.0
480,7848,3438,1130,48,0,1184,5,61,13,16,253563.03125,97794.046875,0.03058510832488537,7194971996160.0,410170687488.0
481,59,3854,549,79,7,4711,26,44,29,98,264203.53125,80188.765625,-0.18568947911262512,2993007886336.0,887641341952.0
482,7301,3433,858,0,3,432,5,98,13,32,133914.375,93564.1796875,-0.09710731357336044,5679676915712.0,583618330624.0
483,8022,3337,935,15,0,7007,3,11,4,28,392225.0625,95302.28125,0.012029592879116535,6439284768768.0,211923910656.0
484,7747,1145,80,15,0,6649,7,13,9,9,387606.09375,99073.5625,0.03534887731075287,2000753393664.0,220874637312.0
485,69,3334,3,84,21,322,8,3,5,25,369877.75,94975.3125,-0.08842676132917404,39118069760.0,986960691200.0
486,4472,2710,89,14,1,1727,4,68,10,48,222826.15625,91170.59375,-0.06426352262496948,1297166893056.0,497381212160.0
487,407,2945,23,28,1,7250,2,78,12,14,197875.03125,97908.0625,-0.024927711114287376,453090574336.0,561688215552.0
488,4424,2414,1917,15,0,3904,4,4,14,44,410935.25,92161.84375,-0.0069210524670779705,10727586791424.0,224573292544.0
489,8071,2264,172,31,0,6755,10,83,13,40,190702.78125,92915.53125,-0.003176579251885414,2532062265344.0,534004039680.0
490,8050,1961,837,8,2,1201,4,15,21,41,348366.09375,92044.875,-0.09088081121444702,5730595766272.0,311713497088.0
491,7240,2631,536,19,0,6436,6,64,18,81,241862.53125,84781.28125,-0.053175188601017,4239444672512.0,491965120512.0
492,2523,1169,250,15,3,3405,10,18,21,93,329316.9375,81225.3828125,-0.17674241960048676,1843418103808.0,487268712448.0
493,71,2758,111,1220,11,1127,11,96,10,98,135794.03125,80258.59375,-0.18093352019786835,621792526336.0,2131341082624.0
494,8119,3198,476,54,3,1895,3,79,10,12,182195.8125,97557.421875,-0.07328596711158752,3919605661696.0,526507245568.0
495,899,2380,478,11,0,7333,0,8,2,28,400711.5,95304.96875,0.012777910567820072,2871365992448.0,193240809472.0
496,7287,441,1293,11,0,7519,4,89,18,45,173805.921875,91921.1796875,-0.009312606416642666,8162975416320.0,518684606464.0
497,3463,3014,421,48,2,6399,1,98,13,60,135895.09375,88144.828125,-0.11745759844779968,2991794421760.0,653239975936.0
498,3975,3355,254,22,1,1346,6,50,2,98,268723.9375,81121.8828125,-0.12660472095012665,2041550077952.0,510390566912.0
499,3708,862,444,0,0,6073,1,32,15,30,333636.375,94915.921875,0.010370657779276371,3140311842816.0,301131694080.0
500,4425,3777,40,8,0,6270,3,8,4,11,401590.625,98686.96875,0.033667340874671936,1203833536512.0,178898534400.0
501,2047,889,225,4,48,7425,34,63,22,100,216910.484375,79762.25,-0.18986199796199799,1779205668864.0,2296672419840.0
502,4024,3991,1378,14,0,6892,2,2,3,7,418560.28125,99474.6484375,0.03788832202553749,8007278133248.0,149324775424.0
503,8022,2801,856,0,2,7086,1,31,4,91,305318.28125,81915.796875,-0.15630969405174255,6037686452224.0,392724676608.0
504,7807,2566,1637,15,3,1244,0,33,13,60,293899.53125,87912.3828125,-0.13236132264137268,9785862782976.0,401667686400.0
505,72,3354,1,214,0,706,57,47,1,2,292120.28125,100549.234375,0.04282773658633232,43408633856.0,910291828736.0
506,7779,3793,1118,15,0,7071,6,38,13,47,315854.15625,91525.4375,-0.011850078590214252,7336278097920.0,350089183232.0
507,3659,3096,164,1,0,5292,4,19,12,85,367254.5625,83999.78125,-0.057159923017024994,1669690818560.0,327053344768.0
508,7580,2369,42,31,2,60,1,11,2,35,359043.75,93286.9765625,-0.08161977678537369,1536755105792.0,285051813888.0
509,7800,3942,300,24,2,6810,2,16,17,74,344194.90625,85326.28125,-0.1353052854537964,3142252232704.0,359491633152.0
510,6200,2825,96,15,0,7015,3,23,3,43,357996.46875,92325.953125,-0.00591123616322875,1826723069952.0,277331443712.0
511,68,90,67,23,3,508,13,40,53,23,278050.375,95356.6796875,-0.08713489770889282,373409316864.0,553593339904.0
512,148,2689,19,28,1,946,2,64,19,13,235465.4375,98229.953125,-0.019399773329496384,157553934336.0,522771693568.0
513,439,2146,30,28,2,401,6,14,10,72,349418.6875,85822.109375,-0.12882639467716217,244649623552.0,408332828672.0
514,4008,3945,1505,14,3,1183,0,50,2,91,250392.453125,81677.2265625,-0.1708970069885254,8446468423680.0,504777211904.0
515,1544,2654,415,15,0,1439,1,27,14,40,347225.5625,93015.4375,0.0016778194112703204,2446073790464.0,310738681856.0
516,8008,2586,987,16,3,1170,57,64,45,99,214036.0625,80003.09375,-0.18847449123859406,6490155384832.0,890413580288.0
517,6215,3007,132,15,2,6783,5,81,13,95,177678.359375,81110.375,-0.16169027984142303,2005190836224.0,603139211264.0
518,3096,2929,29,168,7,7330,5,100,3,2,133092.25,99467.3359375,-0.0640777125954628,954830094336.0,864751583232.0
519,6783,2310,1417,117,27,7296,99,95,50,99,136909.90625,79893.8828125,-0.19707609713077545,8701983326208.0,2076824305664.0
520,7864,2807,493,200,7,7567,9,100,22,83,128904.46875,83196.671875,-0.16571718454360962,4169169371136.0,973383139328.0
521,2696,3901,480,9,0,7065,3,19,3,11,370891.875,98679.046875,0.03329572454094887,3184650878976.0,225163624448.0
522,2039,3917,544,14,0,7015,0,3,2,28,414662.1875,95307.2734375,0.01277828961610794,3396136075264.0,170639065088.0
523,2944,1794,553,119,48,7558,100,92,61,100,144218.84375,79690.234375,-0.1984756588935852,3619566911488.0,2859538055168.0
524,3656,2601,484,0,0,7071,0,0,8,6,424284.5625,99672.21875,0.03970743343234062,3372466307072.0,117759254528.0
525,4508,3806,1957,15,3,6144,1,2,13,35,371906.0,92851.71875,-0.10455735772848129,11028724187136.0,282882179072.0
526,7846,2921,1009,15,2,7005,2,51,27,41,256549.0625,91947.609375,-0.09437455236911774,6787453943808.0,419937255424.0
527,7736,3241,1406,14,1,6296,0,12,21,85,370746.28125,83669.171875,-0.11341051757335663,8775081132032.0,312378654720.0
528,8007,2569,274,55,8,1515,15,96,22,87,136152.75,82458.140625,-0.16829818487167358,2852005871616.0,913828675584.0
529,3167,2457,671,1,0,6847,2,14,18,21,384276.6875,96692.1640625,0.020919768139719963,4236609847296.0,214788751360.0
530,2523,1407,132,15,2,5504,5,49,18,26,262392.5625,94977.015625,-0.07535921782255173,1315829710848.0,461234077696.0
531,375,3353,34,32,0,1139,5,44,13,80,297853.15625,85057.515625,-0.04762100800871849,280910725120.0,509584801792.0
532,3659,65,218,14,0,7507,3,44,3,95,297202.5,82012.3046875,-0.06938806921243668,2026973954048.0,471743365120.0
533,72,2811,18,1268,50,671,10,92,13,91,145998.0,81675.546875,-0.17166003584861755,129171865600.0,3432552071168.0
534,2631,2118,1710,0,3,7918,2,4,18,63,365503.875,87215.296875,-0.13991282880306244,9502053105664.0,325613879296.0
535,4023,3094,540,0,0,7020,1,1,11,1,421758.9375,100663.40625,0.04566546157002449,3721212985344.0,122925547520.0
536,6222,777,792,4,15,7392,60,59,10,100,226180.953125,79737.484375,-0.19313935935497284,5407826247680.0,1277312761856.0
537,120,2686,18,44,6,1106,13,64,19,15,219026.84375,96962.640625,-0.07741161435842514,153396494336.0,734141743104.0
538,391,2681,1691,15,3,1436,0,33,13,75,293228.40625,84891.5,-0.15113866329193115,8778370514944.0,463629156352.0
539,587,2433,45,62,2,7596,13,47,13,87,264371.78125,82704.5859375,-0.15277211368083954,609687044096.0,632558518272.0
540,71,1214,389,0,3,6776,5,50,14,25,253252.28125,94851.296875,-0.09264091402292252,2251228184576.0,495597289472.0
541,59,3730,26,1969,62,7543,89,76,39,99,183742.25,79905.6875,-0.1956363320350647,418559361024.0,4821176287232.0
542,439,3704,128,16,0,611,1,33,14,74,328927.71875,86264.953125,-0.039230622351169586,754070323200.0,401046208512.0
543,8647,41,5,48,2,3424,4,92,21,80,150296.265625,84156.53125,-0.1416255384683609,1655777394688.0,635944632320.0
544,7812,3337,149,15,3,1376,4,25,22,51,314042.53125,89714.9375,-0.12180985510349274,2172989210624.0,394549264384.0
545,7791,358,1105,15,3,7836,1,39,45,30,280341.8125,93831.6796875,-0.09905785322189331,7299714252800.0,402197413888.0
546,8068,2974,1369,15,0,6528,4,45,17,21,297763.375,96693.046875,0.02031273953616619,8651899666432.0,327780532224.0
547,3671,2622,487,3,1,7086,3,48,8,1,278761.84375,100516.21875,-0.00899544171988964,3390984683520.0,344899125248.0
548,8023,3945,1054,15,2,1183,4,51,26,87,254529.03125,82785.53125,-0.14845861494541168,6836279836672.0,493218004992.0
549,3464,3065,86,19,2,6194,2,97,13,49,138954.234375,90354.65625,-0.10380660742521286,1269290369024.0,617997205504.0
550,6520,3438,1693,24,3,3488,4,4,17,67,365328.875,86455.546875,-0.14368240535259247,9930404790272.0,357133123584.0
551,7576,2113,228,4,2,5477,2,30,17,9,311868.59375,98393.765625,-0.053921911865472794,2685990862848.0,298691690496.0
552,7848,2198,1006,14,2,1183,5,13,21,83,351496.875,83590.03125,-0.14354854822158813,6560054509568.0,372268826624.0
553,387,3726,171,7,3,6813,2,46,17,70,261023.125,85819.21875,-0.1483304500579834,1191427309568.0,509329702912.0
554,8537,3222,1265,15,2,7005,0,51,27,41,256599.984375,91949.359375,-0.0941566675901413,8218461863936.0,406613753856.0
555,7303,3958,885,0,2,96,5,79,12,31,185797.40625,94086.96875,-0.07724620401859283,5806007779328.0,496477110272.0
556,408,3006,26,3,1,7251,2,66,13,62,227444.296875,88278.84375,-0.08466234058141708,468661075968.0,550899417088.0
557,1928,2922,544,15,3,7008,3,60,4,36,227908.234375,92644.953125,-0.10609062016010284,3376558374912.0,512119963648.0
558,7751,2968,1700,15,2,6831,5,9,13,20,364595.84375,96165.0078125,-0.06850035488605499,10302488838144.0,273183326208.0
559,3656,2598,1251,0,0,7071,3,3,29,9,415579.21875,99067.0390625,0.035042937844991684,7299506634752.0,164091904000.0
560,7544,3037,795,11,2,2709,3,64,45,1,225740.21875,100052.75,-0.042456042021512985,5482483810304.0,420661362688.0
561,7576,2113,980,23,2,5477,2,93,16,5,151568.96875,99199.3984375,-0.04892660304903984,6536230862848.0,504661540864.0
562,5503,2665,657,1,0,1692,1,79,21,35,202367.0625,94003.28125,0.0073200492188334465,4383526879232.0,456604352512.0
563,406,3249,90,15,1,7248,2,61,3,60,240896.125,88682.171875,-0.08209680765867233,795883536384.0,523689721856.0
564,1656,2849,668,12,1,1088,2,6,17,32,389370.5625,94402.21875,-0.04351970553398132,3748126785536.0,241839538176.0
565,1847,3006,143,15,0,1950,7,0,14,26,423055.9375,95783.078125,0.017747055739164352,1124821762048.0,208099147776.0
566,6776,2488,1764,7,2,4778,2,96,17,54,141269.109375,89364.625,-0.10975410044193268,10385548640256.0,570007224320.0
567,119,3206,33,40,2,1435,17,83,15,28,175532.265625,94649.03125,-0.07615137100219727,242024300544.0,721195630592.0
568,3415,3049,1906,19,3,6594,2,21,13,78,322699.3125,84214.53125,-0.15829072892665863,10593751793664.0,415532384256.0
569,5016,2894,226,3,0,7324,5,30,29,49,338084.0625,91124.515625,-0.013901487924158573,2297485066240.0,330864951296.0
570,87,898,21,20,1,5530,2,3,61,63,395644.125,88081.046875,-0.08593744784593582,324399300608.0,305164976128.0
571,8024,2566,999,3,0,7004,3,16,9,30,378167.75,94904.0546875,0.009499705396592617,6767205416960.0,222892064768.0
572,120,2585,411,32,2,1123,1,34,2,55,299364.28125,89238.09375,-0.10754979401826859,2166176874496.0,431876145152.0
573,8057,3449,1959,15,0,7068,0,56,3,59,265248.75,89151.6796875,-0.026135243475437164,11690481549312.0,382959616000.0
574,4068,3809,14,43,12,1571,9,98,10,2,135590.28125,99574.3125,-0.061100974678993225,837147557888.0,926487347200.0
575,3976,2286,1327,0,0,7675,4,0,8,17,423451.03125,97478.4453125,0.02514522150158882,7766366224384.0,157322002432.0
576,4488,2840,1752,14,1,7504,5,8,11,20,384357.8125,96695.6640625,-0.03334410861134529,10025256878080.0,241662738432.0
577,4198,3246,922,15,1,111,2,34,3,29,314758.25,95032.7421875,-0.03870072588324547,5455477211136.0,329901375488.0
578,8040,2922,545,15,3,1183,2,51,20,43,249996.0625,91332.296875,-0.1113375723361969,4233158983680.0,449588756480.0
579,7803,2745,341,0,3,6881,5,5,17,48,363630.65625,90229.0,-0.12154342979192734,3355285389312.0,318640979968.0
580,7612,3166,788,7,3,1890,2,31,1,15,301149.9375,96956.1015625,-0.07684728503227234,5428604305408.0,334809595904.0
581,871,2830,221,12,1,7811,5,17,29,50,358748.875,90673.5,-0.07047319412231445,1568089047040.0,340837564416.0
582,4164,2912,1447,15,2,7776,5,6,13,20,372226.75,96157.25,-0.06860660761594772,8417176977408.0,268438831104.0
583,2039,2241,735,12,1,6983,4,0,30,32,405098.625,94289.859375,-0.047943633049726486,4372889337856.0,235155947520.0
584,3699,3446,152,4,3,7009,1,11,22,93,346928.75,81200.453125,-0.1770053505897522,1677850181632.0,385387855872.0
585,7779,3742,170,15,3,6175,2,29,18,57,303787.3125,88431.6875,-0.13219067454338074,2449832673280.0,399459549184.0
586,6919,2889,143,15,0,1951,6,64,13,26,244597.15625,95784.9609375,0.01780560426414013,2007792091136.0,423042646016.0
587,8088,2910,1069,16,0,7039,4,93,13,29,163486.96875,95102.3671875,0.010580280795693398,7138022260736.0,496674078720.0
588,7604,3998,1701,15,0,7071,2,3,3,56,413139.6875,89744.125,-0.022609645500779152,10290775195648.0,216891539456.0
589,3240,1150,21,20,0,6530,2,4,50,64,409971.34375,88151.8125,-0.03185490518808365,909753581568.0,266806444032.0
590,3143,3007,1376,15,3,32,5,51,13,79,248284.75,84106.484375,-0.15551693737506866,7593420390400.0,546962964480.0
591,89,2609,795,7,3,3745,4,2,18,26,372330.3125,94693.625,-0.09256492555141449,4222510694400.0,292153196544.0
592,1944,3293,356,11,1,7071,2,5,2,63,390329.84375,88080.203125,-0.08591818809509277,2419081609216.0,268390793216.0
593,3679,2609,104,3,1,18,3,47,5,1,281637.0625,100671.296875,-0.003472053911536932,1173576876032.0,357113888768.0
594,153,3784,20,1159,1,1213,7,63,17,89,234310.15625,82931.1015625,-0.11558865755796432,173284474880.0,1590942236672.0
595,437,3273,24,4,0,7517,20,88,20,92,174298.5625,82580.078125,-0.06819099932909012,473173196800.0,815463792640.0
596,342,1408,15,168,1,1379,4,32,21,47,319052.875,91376.7109375,-0.06270462274551392,186641285120.0,540255223808.0
597,7579,3417,284,7,0,156,6,32,18,44,332965.5,92240.171875,-0.002631968818604946,2779123286016.0,327957872640.0
598,4932,3222,162,15,3,7742,2,26,13,79,310241.875,84006.484375,-0.15978963673114777,1970430672896.0,423165984768.0
599,395,3697,90,0,1,7583,18,92,30,79,157013.8125,84848.453125,-0.10804237425327301,806189531136.0,777798877184.0
600,391,3074,219,11,3,6813,2,94,17,57,142542.875,88429.765625,-0.13211779296398163,1437883432960.0,694278029312.0
601,7831,2918,1006,12,2,7276,3,77,5,18,191535.9375,96568.453125,-0.06569812446832657,6779368898560.0,460777324544.0
602,4483,3441,403,8,2,1370,3,46,18,27,270136.125,94862.8359375,-0.07324758917093277,2893738409984.0,398731411456.0
603,7796,65,1627,12,3,6812,2,63,19,56,219486.828125,88627.59375,-0.1310783177614212,9935869968384.0,502739566592.0
604,1656,2430,472,12,1,7096,4,61,19,38,241909.90625,93090.015625,-0.05521317198872566,2963778830336.0,495088730112.0
605,8020,3222,1181,15,2,7264,3,2,30,80,379552.625,84115.078125,-0.14317071437835693,7707830517760.0,328612052992.0
606,7559,3038,356,3,2,2946,2,1,17,0,386403.0625,100255.421875,-0.041070058941841125,3246060994560.0,196348035072.0
607,1927,241,149,3,12,7532,14,77,86,99,182698.375,79972.0234375,-0.18661555647850037,1373099655168.0,1087916539904.0
608,1639,2238,796,11,1,6823,2,25,17,41,337955.3125,92492.125,-0.058702897280454636,4609739325440.0,333664026624.0
609,8058,3434,1884,0,1,1601,5,97,21,80,143884.25,84733.8125,-0.10482969880104065,11107220586496.0,593190649856.0
610,73,2553,0,171,62,530,5,32,26,86,295115.6875,82686.265625,-0.1647784262895584,32042237952.0,2605299531776.0
611,632,2593,155,3,1,5217,3,0,30,6,406672.75,99530.3046875,-0.014711161144077778,1093934645248.0,187773353984.0
612,776,3894,67,15,0,927,5,99,13,27,146961.296875,95613.953125,0.018065890297293663,511942983680.0,680942829568.0
613,8091,2913,1490,15,0,7039,4,93,13,26,163646.25,95697.7421875,0.014062573201954365,9294063861760.0,490798514176.0
614,6504,2206,1821,11,1,839,4,9,14,46,380552.25,91588.546875,-0.061368994414806366,10486341959680.0,269723598848.0
615,7796,959,1627,51,3,6815,4,67,12,48,209909.8125,90233.21875,-0.12131211161613464,9935981117440.0,541810786304.0
616,7799,24,99,19,0,6812,1,62,15,75,247802.46875,85975.21875,-0.04505031928420067,2113031503872.0,455543554048.0
617,4024,2254,844,15,0,6629,2,24,17,41,355321.53125,92724.0703125,-0.003680463647469878,5263605104640.0,288915259392.0
618,3651,745,21,0,0,1118,3,30,11,1,341024.9375,100785.453125,0.05011623725295067,783870787584.0,287212011520.0
619,436,385,1727,15,3,611,2,32,18,57,296476.59375,88527.921875,-0.12812577188014984,8940427411456.0,459435769856.0
620,3656,2638,411,15,0,35,0,63,1,7,248686.65625,99625.78125,0.0442458800971508,2742033055744.0,392912306176.0
621,3159,3023,1388,16,3,6594,2,11,13,78,347505.125,84214.421875,-0.15829072892665863,7897027182592.0,379273281536.0
622,8023,3167,871,16,0,576,0,62,14,10,251261.84375,99008.7890625,0.039417874068021774,5877176205312.0,350073946112.0
623,6071,2961,227,15,0,7316,5,1,21,49,418939.1875,91125.5,-0.013876385055482388,2485966864384.0,228740005888.0
624,5959,2190,226,8,0,132,4,7,14,41,402935.5,92840.96875,0.0014499945100396872,2199278059520.0,224772472832.0
625,7575,2073,1381,12,3,5184,15,22,61,79,319727.125,84002.421875,-0.16126716136932373,8578489384960.0,502707191808.0
626,407,2913,232,16,1,7340,2,15,12,19,365853.53125,96902.296875,-0.03126046806573868,1526453764096.0,267589681152.0
627,3176,3001,159,7,2,160,2,3,18,61,378096.75,88043.4921875,-0.1144678145647049,1372794912768.0,294424707072.0
628,4025,2574,31,82,1,1005,3,32,5,70,318037.8125,86761.875,-0.09088346362113953,896054329344.0,449746337792.0
629,4727,3064,1575,2,1,7598,5,73,11,9,211450.5625,98903.25,-0.019594985991716385,9164051972096.0,440869814272.0
630,7771,2761,87,3,1,493,4,46,26,78,280259.90625,85156.0390625,-0.10079316049814224,1816200216576.0,434631049216.0
631,119,1278,43,54,0,6297,2,51,13,23,281002.59375,96304.671875,0.01908867433667183,470590128128.0,476269182976.0
632,4215,25,899,19,0,6813,1,1,11,42,419452.25,92525.75,-0.004814886022359133,5585165615104.0,194105704448.0
633,5184,1221,22,916,60,7551,95,88,18,99,154162.265625,79902.0703125,-0.19634726643562317,1290531110912.0,3824574791680.0
634,7803,2913,1903,15,0,6998,3,49,13,19,286738.1875,97087.328125,0.022562548518180847,11356992438272.0,330654220288.0
635,7355,1190,108,7,0,3936,1,12,18,35,389221.875,93952.2890625,0.005264847539365292,1976903794688.0,213398585344.0
636,3191,2073,864,24,0,860,1,0,11,50,422087.875,91036.90625,-0.010300050489604473,5010542297088.0,206766047232.0
637,8100,2760,87,2,2,1936,11,80,20,80,180771.75,84175.9609375,-0.1411505490541458,1926113263616.0,600198610944.0
638,455,3442,2,1981,1,703,23,51,12,5,270136.8125,99826.046875,-0.01214540097862482,115091857408.0,2235344355328.0
639,8008,3425,275,8,3,1895,0,78,22,19,184319.015625,96148.234375,-0.0817691832780838,2871162568704.0,483149185024.0
640,4008,2585,1251,24,1,924,1,3,18,10,398672.40625,98832.046875,-0.015902766957879066,7136540622848.0,200248786944.0
641,4683,3038,1251,0,3,7070,2,3,1,9,370850.5625,98064.8203125,-0.07244284451007843,7478251094016.0,237324304384.0
642,8072,2840,1567,14,1,7559,6,15,11,58,363674.34375,89071.78125,-0.08080479502677917,9703966900224.0,315321810944.0
643,392,24,67,16,0,6812,2,62,15,74,247826.078125,86174.6640625,-0.0437077134847641,659781124096.0,578478014464.0
644,7795,3160,683,12,3,1377,4,35,14,48,289386.03125,90320.828125,-0.11798438429832458,4904147484672.0,413682434048.0
645,7816,3070,987,4,3,1178,2,79,18,23,181587.65625,95359.78125,-0.08627130091190338,6457022480384.0,498522914816.0
646,5015,953,124,3,2,6526,2,2,18,37,381626.0625,92757.171875,-0.08909567445516586,1745959780352.0,250789462016.0
647,7548,2977,795,7,2,1381,2,27,30,0,320180.4375,100294.0234375,-0.039574481546878815,5434734804992.0,288319799296.0
648,8119,3185,995,8,3,7023,5,67,10,12,211839.0,97458.203125,-0.07666739076375961,6763954831360.0,459841929216.0
649,4151,2953,995,0,0,7058,5,1,21,86,417295.25,83784.515625,-0.0595511756837368,6074482556928.0,266668802048.0
650,4521,2958,1180,15,0,2912,5,4,13,46,410860.0,91783.8984375,-0.008277080953121185,6934845980672.0,232811757568.0
651,8068,2918,1058,0,0,6590,5,94,29,8,161872.453125,99270.671875,0.0362083800137043,7061840068608.0,472921735168.0
652,7831,2937,1011,3,2,7554,3,50,2,34,259443.828125,93353.78125,-0.08566980808973312,6815110135808.0,389564301312.0
653,443,142,107,15,0,98,3,31,13,23,336976.8125,96430.5625,0.02411576174199581,628532510720.0,359800995840.0
654,7564,3873,856,15,3,7520,100,92,14,96,144376.265625,80499.265625,-0.19327451288700104,5973789900800.0,1188796432384.0
655,8037,3434,1708,15,1,1152,4,98,10,38,143187.515625,93193.8515625,-0.051595959812402725,10186064396288.0,543841746944.0
656,1655,2802,480,12,3,7033,3,29,12,57,303750.78125,88426.5,-0.1323191523551941,3002266812416.0,427912495104.0
657,4731,3009,988,24,3,1122,2,99,22,6,132959.234375,98783.9921875,-0.06489504873752594,5923063988224.0,584553922560.0
658,8120,2126,159,15,0,65,5,3,17,45,413854.0625,92043.40625,-0.0036159991286695004,2229980626944.0,226957393920.0
659,952,1798,785,4,8,7327,2,28,53,99,304476.3125,79989.703125,-0.18482299149036407,4452212277248.0,659932446720.0
660,4488,3609,1981,16,0,6479,3,0,14,74,420655.4375,86172.8125,-0.044855788350105286,11160344592384.0,244940931072.0
661,64,1291,19,1028,50,737,9,92,14,92,145973.140625,81474.0,-0.17284785211086273,135306870784.0,3235626876928.0
662,4534,2070,1531,0,3,7004,0,11,27,41,349280.0625,91636.5625,-0.11223309487104416,8883505463296.0,309066727424.0
663,128,1331,23,1013,12,793,6,35,14,93,287368.3125,81273.828125,-0.17380860447883606,168970878976.0,1701700698112.0
664,4040,2665,1251,24,1,1122,1,0,21,22,405978.0625,96411.921875,-0.03115876577794552,7149332725760.0,206820425728.0
665,8058,3182,1184,0,0,1663,5,34,17,6,329445.59375,99770.2265625,0.04231134057044983,7525483151360.0,265850191872.0
666,4519,1853,22,124,3,320,35,91,29,100,147752.40625,79840.765625,-0.18597236275672913,910981070848.0,992658194432.0
667,7814,3305,1760,12,0,7528,2,10,11,58,393507.15625,89342.140625,-0.025278927758336067,10646083076096.0,243667550208.0
668,7739,2738,43,3,0,6173,0,42,26,65,304045.9375,87963.3359375,-0.032584719359874725,1792556400640.0,352687292416.0
669,920,2129,660,16,3,6812,2,51,16,14,251477.921875,97061.65625,-0.07861770689487457,3787854970880.0,468522336256.0
670,504,2709,36,17,1,7280,6,31,58,80,319979.15625,84654.8359375,-0.10801658779382706,537630736384.0,475977875456.0
671,8112,1274,29,1259,48,6784,81,95,18,100,137138.671875,79718.453125,-0.19575820863246918,1808097476608.0,3615809863680.0
672,8068,2714,1701,15,1,6590,4,10,21,47,377627.6875,91285.1796875,-0.06677915155887604,10354000134144.0,279348838400.0
