,Number of new latrines to build,Number of latrines to maintain,Number of new wells to drill,Number of wells to repair,Availability HWT,HW stations to build,percentage of infants to vaccinate,Access to tmt,percent adults given MDA,percent youth given Albendazole,Mortality,Morbidity,Timeliness,CapEx,OpEx,seed_number
1427,1061,3549,30,1599,4,2041,89,99,76,8,126960.675,116707.7875,-0.6695097088813782,412754542592.0,2574600372224.0,2
1428,6784,3212,1186,79,0,6302,68,39,59,5,194267.75,80274.425,-0.6603459119796753,7483175206912.0,748996984832.0,2
1429,7372,2809,1554,49,0,2016,28,99,36,56,174034.4,74602.05,-0.5930490493774414,9313340882944.0,736601833472.0,2
1430,4274,3686,197,31,0,5315,12,7,59,23,308584.7,90230.8,-0.5687370896339417,1946549092352.0,296899018752.0,2
1431,1991,3345,89,72,15,6646,91,64,4,8,152044.375,116241.4,-0.6949623227119446,1044719206400.0,1452074729472.0,2
1432,4528,3678,674,31,0,5925,10,31,57,8,277867.575,93052.4125,-0.5667999386787415,4455258390528.0,348358705152.0,2
1433,7936,3201,1117,63,0,2041,54,96,4,23,153638.1125,80446.48125,-0.6341362595558167,7174994526208.0,825553190912.0,2
1434,4258,3736,1849,62,2,3072,16,7,11,27,281580.75,94065.225,-0.5737395286560059,10320178315264.0,386697265152.0,2
1435,7424,3470,770,74,1,3856,32,27,59,7,239483.4,80876.05625,-0.6002728343009949,5375436783616.0,517459836928.0,2
1436,7647,3704,226,58,26,7104,86,100,92,59,111922.0,62239.0,-0.6873412132263184,2747463630848.0,1891850387456.0,2
1437,8002,3975,1210,47,0,6014,59,39,59,7,201046.575,76458.11875,-0.6454722881317139,7807579455488.0,665739132928.0,2
1438,6381,3216,1901,79,3,5137,1,32,55,98,259469.9,65912.0875,-0.5520204901695251,11031322558464.0,534021079040.0,2
1439,7171,3590,1580,94,1,1819,2,2,4,39,301837.325,82839.7,-0.5495213270187378,9404284928000.0,292027334656.0,2
1440,3900,2582,11,40,9,1221,67,6,36,27,227719.1,104884.45,-0.6031631827354431,779774132224.0,919885185024.0,2
1441,994,3230,29,64,55,488,71,95,36,38,158832.175,138144.075,-0.5165610313415527,339317751808.0,2871945592832.0,2
1442,7229,3552,1637,41,1,3105,36,95,68,7,168502.9375,80599.69375,-0.6059412360191345,9753134628864.0,728366710784.0,2
1443,3264,3729,43,14,2,995,3,28,26,4,289721.425,116769.9,-0.5418689846992493,824654692352.0,325247434752.0,2
1444,55,3576,4,4,16,510,66,16,24,44,285267.9,182889.3625,-0.18540449440479279,48659206144.0,1212312453120.0,2
1445,5447,3964,829,1103,35,7196,100,39,68,89,142994.375,61420.5625,-0.7100809812545776,5455203532800.0,3036581986304.0,2
1446,1171,3424,25,960,52,1149,89,35,85,96,180074.1375,83207.025,-0.6619364619255066,373763244032.0,3464575320064.0,2
1447,8033,3740,1107,79,0,5122,47,32,55,99,219383.425,60413.5125,-0.6252546906471252,7253074640896.0,721253564416.0,2
1448,32,3816,29,44,3,3590,2,4,51,63,340460.05,129083.9,-0.34068697690963745,285013770240.0,386044887040.0,2
1449,6509,3203,1949,79,4,6115,3,20,16,17,272657.625,86154.1875,-0.5550750494003296,11335041548288.0,413620961280.0,2
1450,7811,3462,4,974,8,555,3,99,36,57,190252.4125,75990.01875,-0.5500173568725586,1400465260544.0,1619638616064.0,2
1451,681,3569,23,32,8,1013,99,32,8,93,184572.05,110212.4,-0.5722219944000244,273262706688.0,1273800818688.0,2
1452,8189,2332,76,54,2,486,1,4,0,63,298689.875,84236.4,-0.3870598375797272,1832390361088.0,317839441920.0,2
1453,7800,3958,536,224,6,6205,100,96,56,92,100254.1875,57249.925,-0.7095275521278381,4328502853632.0,1490186928128.0,2
1454,8045,3228,1967,48,7,5246,88,28,71,97,160416.35,56013.14375,-0.6905558705329895,11662888271872.0,1130557341696.0,2
1455,4938,3752,1555,62,2,2560,1,39,63,63,259899.85,77774.99375,-0.5499474406242371,8914595741696.0,475800403968.0,2
1456,6911,3179,1828,55,0,6297,67,31,59,37,200578.3375,73356.9375,-0.6586455702781677,10792143421440.0,737394294784.0,2
1457,7385,3169,2,1993,60,2041,68,65,59,79,156191.0,64130.2625,-0.6558613777160645,1370276495360.0,4470704439296.0,2
1458,7812,3449,33,1960,31,1009,91,99,87,83,107645.9625,59725.2375,-0.6911967396736145,1565681254400.0,3754456252416.0,2
1459,960,3063,11,7,8,226,92,27,59,91,211001.225,120061.6375,-0.4415143132209778,231681245184.0,1224319172608.0,2
1460,7416,2431,447,55,2,480,1,59,24,64,238379.8,80445.775,-0.4491373896598816,3597127122944.0,508129050624.0,2
1461,6921,3678,684,113,1,4050,4,46,4,8,252973.45,88295.675,-0.5550968647003174,4854632153088.0,421419679744.0,2
1462,6663,3721,866,32,1,5249,68,55,59,10,174343.225,79426.475,-0.6579290628433228,5785298403328.0,783178268672.0,2
1463,3511,3677,738,95,0,2009,6,99,26,15,205563.1625,103579.38125,-0.5578379034996033,4463043018752.0,637407592448.0,2
1464,3893,2134,1,1,0,7133,7,99,36,31,225281.6,113891.8,-0.313109427690506,943025160192.0,631359275008.0,2
1465,191,3582,11,15,10,1986,61,28,36,60,248723.725,136457.5375,-0.3724088966846466,162018557952.0,1043954008064.0,2
1466,8156,3863,1946,47,0,2438,2,59,52,20,242323.05,79300.8375,-0.5518045425415039,11472256106496.0,407552753664.0,2
1467,7853,3479,194,37,2,5119,41,28,12,4,222376.025,82691.425,-0.6128826141357422,2547071320064.0,539337555968.0,2
1468,3949,3921,2000,80,0,5373,55,28,72,97,225783.3,68481.9625,-0.6385568380355835,11123449397248.0,779431182336.0,2
1469,8163,3839,1454,80,1,1054,47,92,19,71,158823.5375,70535.0625,-0.6203660368919373,8903945355264.0,871491043328.0,2
1470,4786,3743,1751,33,2,7199,68,28,21,4,197648.05,91337.88125,-0.6586931347846985,10060886441984.0,710128304128.0,2
1471,2,2679,4,964,4,485,65,39,35,95,287886.275,196827.725,0.05551338568329811,38520963072.0,1803995054080.0,2
1472,6332,3465,8,87,31,961,92,11,87,92,173724.3875,61840.7625,-0.6911879181861877,1178291929088.0,1917880369152.0,2
1473,829,3143,3,18,15,480,71,47,35,47,220634.9,150147.6375,-0.3989039361476898,177182736384.0,1345530363904.0,2
1474,197,3998,14,1998,48,2021,55,59,20,36,206257.65,128548.8125,-0.529477596282959,179699843072.0,4043201839104.0,2
1475,960,3950,4,46,3,3099,3,27,37,20,291402.05,121024.3875,-0.5490519404411316,300648333312.0,414058938368.0,2
1476,6783,3443,1186,95,0,6302,68,55,59,5,179248.775,80001.7125,-0.6602115631103516,7483000094720.0,813573996544.0,2
1477,482,3616,27,31,0,1826,0,14,20,31,376973.25,141370.9375,-0.38049519062042236,288759021568.0,256113016832.0,2
1478,4535,3678,733,32,0,2265,6,31,6,8,284296.55,99705.8,-0.5573557615280151,4625040146432.0,297700687872.0,2
1479,7748,3686,6,1975,30,527,90,27,95,98,160610.6875,56505.81875,-0.6890800595283508,1398716497920.0,3554013085696.0,2
1480,831,3185,4,961,58,3108,96,99,36,68,124813.2125,111183.5625,-0.5578575730323792,278520332288.0,3899894792192.0,2
1481,6840,3706,22,1967,7,254,88,96,75,44,115190.15,72048.35625,-0.6854366660118103,1312613072896.0,2923640127488.0,2
1482,1017,3224,5,204,89,1822,93,97,67,44,126451.9,110759.775,-0.596436619758606,269105922048.0,4207993683968.0,2
1483,7687,3960,982,184,3,7677,90,95,23,82,110743.3125,62467.53125,-0.6938246488571167,6646050848768.0,1272474107904.0,2
1484,7751,3734,438,127,1,7411,100,21,11,31,164268.2875,73697.7125,-0.7096715569496155,3862207397888.0,949265891328.0,2
1485,829,3142,4,814,63,484,95,44,35,64,184218.825,126966.375,-0.5132142901420593,182448635904.0,3748318412800.0,2
1486,1115,3386,30,1591,8,1033,58,99,35,43,156674.1125,116610.6,-0.5852886438369751,385383104512.0,2551317004288.0,2
1487,8108,3351,1850,43,0,2432,62,59,52,20,179162.7375,75667.43125,-0.647646427154541,10972161900544.0,755125190656.0,2
1488,4,3447,6,1996,88,1250,68,94,92,83,176015.975,126842.2,-0.3572174310684204,77016317952.0,5643829248000.0,2
1489,59,3607,21,15,2,1984,1,5,36,32,368643.9,161325.025,-0.22682435810565948,190167040000.0,278966665216.0,2
1490,7255,3305,858,80,1,1599,34,96,55,18,170091.8125,81558.2,-0.6008411049842834,5714241650688.0,765750018048.0,2
1491,8067,3344,218,11,7,2439,31,59,52,23,201348.425,77512.35625,-0.5929500460624695,2609438261248.0,754832703488.0,2
1492,6902,3227,49,195,64,798,93,94,67,80,110920.2875,64802.4,-0.6937206983566284,1481491087360.0,3281889263616.0,2
1493,1276,3955,125,44,0,7967,20,48,92,30,269916.8,104473.36875,-0.5832729935646057,1152762380288.0,571252867072.0,2
1494,192,3055,11,24,8,1789,71,28,59,100,257690.15,139593.9,-0.15042473375797272,155006074880.0,1117170434048.0,2
1495,7235,3445,190,66,0,3349,91,30,27,80,175656.175,64966.1,-0.6950842142105103,2354440044544.0,936405303296.0,2
1496,7039,3955,861,591,32,7392,100,56,68,25,130637.275,71041.3875,-0.7100445628166199,5903330312192.0,2456363991040.0,2
1497,1061,3419,1,1984,59,1822,89,96,76,20,129807.0375,114243.1875,-0.6437815427780151,256285442048.0,4710935298048.0,2
1498,960,3063,11,24,8,35,92,24,60,91,214452.15,121146.8125,-0.45144861936569214,224713605120.0,1229406732288.0,2
1499,8003,3466,1,86,31,990,67,53,91,95,166752.7,59432.33125,-0.6510005593299866,1434397442048.0,1889440759808.0,2
1500,4466,3744,1583,81,1,7165,71,28,43,24,200965.125,86506.8625,-0.6636342406272888,9143780900864.0,782274134016.0,2
1501,8104,2663,1990,43,0,2446,62,99,52,20,142470.075,76202.61875,-0.6470468640327454,11688772370432.0,880418816000.0,2
1502,0,3476,3,1598,7,289,65,97,59,56,186138.925,161078.175,-0.29372793436050415,25902718976.0,2638044200960.0,2
1503,8093,3991,84,47,1,1694,2,52,52,20,248618.675,81977.8875,-0.5463714003562927,1900706529280.0,414959501312.0,2
1504,7613,3743,1318,33,2,7200,41,32,18,4,217983.4,82334.34375,-0.6155432462692261,8336086925312.0,550970195968.0,2
1505,1605,3684,57,7,1,1216,2,4,47,99,343195.55,94597.00625,-0.5406173467636108,615598063616.0,336016769024.0,2
1506,1955,3318,27,472,9,538,95,95,27,56,121699.625,105512.9375,-0.6967042684555054,498192580608.0,1824485933056.0,2
1507,8099,3431,42,55,30,639,94,59,91,27,136195.475,72053.0,-0.6917494535446167,1648224632832.0,1917959798784.0,2
1508,6687,3695,1467,80,0,1945,51,31,20,37,220985.35,79390.1375,-0.6293419599533081,8746066509824.0,645734334464.0,2
1509,389,2967,9,78,11,969,38,91,4,36,229642.6,190412.5,-0.15727506577968597,149146238976.0,1213542563840.0,2
1510,95,3721,29,47,52,1542,60,96,59,56,175874.6,133391.775,-0.4084335267543793,221269786624.0,2710013476864.0,2
1511,62,3103,0,55,24,1002,71,80,36,7,225478.5,212289.175,-0.08493487536907196,47345917952.0,1768949284864.0,2
1512,6748,3816,1240,32,0,4001,1,60,50,3,245777.825,85764.9,-0.5518872737884521,7669447393280.0,374021718016.0,2
1513,8156,3984,1637,45,1,1784,34,56,20,27,207210.225,79172.825,-0.6005176305770874,9866315825152.0,598019080192.0,2
1514,8131,3512,186,63,0,2310,3,23,35,20,286851.675,81491.14375,-0.5531076788902283,2452033110016.0,301908033536.0,2
1515,6343,3450,1017,431,56,7106,100,99,71,76,99782.10625,62301.63125,-0.7102420330047607,6570455859200.0,3273758081024.0,2
1516,3076,3418,33,1603,95,1250,36,95,92,84,169877.975,77857.76875,-0.604752242565155,750030028800.0,5253378867200.0,2
1517,7853,3681,1509,14,2,33,23,27,16,96,242271.6,68556.75,-0.5806233882904053,9094332153856.0,536905187328.0,2
1518,47,3456,3,7,8,569,27,92,36,4,254345.85,214667.825,-0.040653523057699203,44298883072.0,977862328320.0,2
1519,8069,2783,217,12,4,3975,30,59,51,23,201871.525,76613.0375,-0.5937486886978149,2660699471872.0,651398414336.0,2
1520,7827,3953,7,1952,59,803,79,99,83,96,118350.925,58120.8,-0.6717634201049805,1427657326592.0,4587857641472.0,2
1521,63,3062,12,71,7,1990,68,33,60,27,258204.75,173827.325,-0.19936540722846985,145002233856.0,1032347320320.0,2
1522,7555,3695,1851,107,0,1657,19,27,43,37,259734.25,77831.61875,-0.5780094265937805,10852742725632.0,474543423488.0,2
1523,3804,3245,46,439,30,5362,38,28,75,91,229490.0,72008.95,-0.6112363338470459,1093326077952.0,1931091378176.0,2
1524,8096,3856,768,95,0,4010,70,79,58,3,153559.25,76733.45,-0.6620520949363708,5487796420608.0,892032909312.0,2
1525,4940,3311,7,25,15,478,100,96,21,27,110114.55,92340.625,-0.6962876319885254,913232560128.0,1556474757120.0,2
1526,32,3120,3,0,8,449,60,99,35,4,247171.65,251191.65,0.1466015726327896,37310078976.0,1222074171392.0,2
1527,317,2459,1,65,7,2042,64,28,10,15,292050.6,212090.3,-0.01684507168829441,134795517952.0,946974490624.0,2
1528,7623,3737,185,1967,30,527,100,97,76,93,100828.9,58548.7,-0.7048141956329346,2293437300736.0,3783053541376.0,2
1529,8063,3743,1187,84,0,6265,47,32,53,1,221694.85,78903.95,-0.6265013813972473,7709594222592.0,593207885824.0,2
1530,59,3687,5,1921,54,39,0,5,36,61,360313.7,158923.4625,-0.27647265791893005,37293436928.0,3676243492864.0,2
1531,961,3607,20,33,1,36,1,4,20,32,373661.75,149858.5,-0.4733407497406006,271004155904.0,251855257600.0,2
1532,1220,3472,15,1583,7,2046,71,99,75,44,140698.325,102965.375,-0.6483708620071411,363815665664.0,2596197629952.0,2
1533,733,3524,2,24,8,534,7,47,35,16,285492.7,156462.075,-0.3956334590911865,157320970240.0,676088315904.0,2
1534,60,3607,25,55,2,1472,1,23,41,24,343965.3,166221.0375,-0.2589038014411926,192143360000.0,382576558080.0,2
1535,320,3081,4,825,10,989,96,96,35,91,150091.625,135557.85,-0.36074191331863403,112264314880.0,2266244841472.0,2
1536,7872,3184,922,67,0,2417,30,28,59,23,246256.9,77411.8875,-0.5969789624214172,6179169763328.0,498437062656.0,2
1537,961,3089,12,960,7,2008,95,61,50,33,161683.575,123154.9625,-0.5556706190109253,301982679040.0,2052879286272.0,2
1538,8123,2449,1018,63,0,3590,45,47,4,40,210217.95,77612.3125,-0.5587544441223145,6757175263232.0,636975972352.0,2
1539,60,3480,0,34,56,353,65,94,11,36,207151.7,199027.95,-0.1603308469057083,23322236928.0,2879009325056.0,2
1540,0,2687,4,0,3,497,26,27,67,30,401683.95,269639.8,0.4347868859767914,38610558976.0,578998435840.0,2
1541,192,3192,3,56,9,569,62,96,12,7,212974.225,216580.475,-0.13148930668830872,69540487168.0,1279207145472.0,2
1542,47,3120,3,543,11,450,3,35,35,36,343592.75,200228.5125,-0.035457249730825424,39957749760.0,1180099149824.0,2
1543,7494,3681,478,47,6,31,39,96,20,52,160696.8375,77536.875,-0.605853259563446,3753046966272.0,936657158144.0,2
1544,1991,2549,19,56,6,1854,24,24,32,100,272555.825,98786.025,-0.4599032998085022,511507202048.0,741889409024.0,2
1545,4067,3630,42,72,30,757,37,20,91,88,240276.85,74174.0875,-0.6033624410629272,950638870528.0,1588325908480.0,2
1546,7995,3448,1,23,56,6782,91,96,4,51,110832.7,70205.05,-0.6888101696968079,1644297060352.0,2793898246144.0,2
1547,62,3128,4,31,6,62,6,12,60,63,404729.8,220954.775,0.19248919188976288,33534722048.0,546078031872.0,2
1548,7675,3479,1729,46,0,7968,93,95,11,28,116587.125,74818.76875,-0.7000204920768738,10479216885760.0,1038961934336.0,2
1549,3882,3238,1,2000,56,5374,87,96,76,23,120650.15,86884.08125,-0.6893126964569092,876942196736.0,4534742024192.0,2
1550,6399,2530,1043,48,6,5153,31,95,32,99,167670.175,66716.59375,-0.5598060488700867,6642078842880.0,957760012288.0,2
1551,57,3073,2,32,7,450,59,50,36,43,290603.675,223674.575,0.08105581998825073,36578553856.0,1049121390592.0,2
1552,8128,2687,248,71,0,82,29,83,57,31,193616.5125,79493.38125,-0.5923917889595032,2687673565184.0,696623038464.0,2
1553,7324,3823,1368,45,1,6302,32,63,13,0,204158.725,85524.0125,-0.6008236408233643,8509018603520.0,570216677376.0,2
1554,68,3704,12,6,8,472,27,4,36,50,338294.9,170316.4875,-0.21107645332813263,90496008192.0,658713542656.0,2
1555,1982,3992,59,4,9,574,1,96,51,4,214312.625,126368.4,-0.5378643274307251,668046065664.0,807724908544.0,2
1556,7744,3680,1244,88,0,56,45,32,21,2,228321.2,87209.50625,-0.617347002029419,7719397883904.0,573513269248.0,2
1557,4312,3727,26,47,60,7109,100,99,71,51,103588.875,74814.95,-0.7072434425354004,1143089266688.0,3071947833344.0,2
1558,314,2148,13,62,0,1012,0,3,20,32,504008.85,257043.025,0.30902403593063354,158138875904.0,230964297728.0,2
1559,249,2410,4,62,0,501,1,19,1,47,487324.6,266955.35,0.3224363327026367,82102403072.0,338169856000.0,2
1560,62,3458,2,24,8,450,3,58,59,39,314840.65,191639.75,-0.03377193212509155,37448953856.0,752529702912.0,2
1561,192,3192,2,55,2,569,62,25,45,24,298303.7,200712.425,-0.1344708353281021,64420487168.0,793410404352.0,2
1562,6207,3175,3,467,63,58,61,96,44,27,142989.7,84627.2125,-0.6417533755302429,1097990275072.0,3257089916928.0,2
1563,703,3482,1,1967,62,793,88,99,20,83,131208.175,109362.1,-0.5666977763175964,156426895360.0,4876636520448.0,2
1564,1987,3175,11,44,6,1009,1,97,43,3,215672.75,134261.65,-0.5413509011268616,439025303552.0,752399810560.0,2
1565,32,3150,1,17,15,30,95,99,20,84,207398.6375,215239.85,0.08585341274738312,11784960000.0,1799426146304.0,2
1566,35,951,4,19,9,1,1,97,36,3,460131.95,425078.1,1.1003879308700562,26609274880.0,926492917760.0,2
1567,62,3128,4,1,6,14,57,15,60,48,347576.775,232409.15,0.18004478514194489,31783680000.0,852301512704.0,2
1568,39,3192,4,56,16,449,2,96,11,63,281880.225,210560.4,0.07906211167573929,43648643072.0,1216622100480.0,2
1569,60,3591,5,57,1,478,1,19,84,22,386636.825,184485.625,-0.1769500970840454,53482246144.0,368183640064.0,2
1570,704,3557,94,1968,17,1849,88,97,23,77,130022.275,104855.74375,-0.5966638922691345,671283806208.0,3381408825344.0,2
1571,59,3687,3,59,2,454,1,25,45,4,357307.15,195516.65,-0.22309163212776184,42192646144.0,376917196800.0,2
1572,6323,3687,1034,46,2,961,0,2,43,27,300332.75,85772.93125,-0.5457369685173035,6429846011904.0,276451360768.0,2
1573,7891,3681,282,15,2,191,7,3,80,96,285585.0,64779.8625,-0.5529080629348755,2824473149440.0,404478492672.0,2
1574,832,3995,5,1989,17,38,88,16,6,51,207556.0125,120920.625,-0.6841480731964111,171820810240.0,3072238026752.0,2
1575,1984,3103,12,448,4,3535,60,99,44,4,152045.525,117375.375,-0.6451224684715271,535771545600.0,1373238460416.0,2
1576,31,3687,3,445,48,58,57,7,35,58,287698.85,159022.125,-0.36696603894233704,22872317952.0,2570847256576.0,2
1577,32,3150,1,6,15,1,64,96,20,32,252792.15,254535.75,0.17670698463916779,10727038976.0,1519497379840.0,2
1578,3076,3493,33,1603,88,1053,36,92,91,84,173015.125,78252.7625,-0.6043674945831299,742843416576.0,5018311720960.0,2
1579,63,3524,4,6,6,14,4,64,59,47,311885.375,196066.7875,0.007391381077468395,31957760000.0,721139859456.0,2
1580,39,3975,4,47,16,478,98,99,11,75,136332.55,137631.275,-0.49676313996315,44706562048.0,1807498346496.0,2
1581,121,3976,20,63,5,6202,23,98,56,64,195997.9125,114808.75,-0.45745277404785156,349712547840.0,967034011648.0,2
1582,8191,3192,257,57,0,985,34,95,12,3,176812.1375,86681.96875,-0.6005885601043701,2777662095360.0,690586451968.0,2
1583,8195,3983,100,47,0,1537,26,4,67,28,280445.95,76613.975,-0.587183952331543,1994655268864.0,393171763200.0,2
1584,113,3928,9,79,39,1026,87,35,80,92,198749.425,105029.2,-0.5285577178001404,103179526144.0,2291044974592.0,2
1585,7358,3740,1455,48,1,162,32,95,24,3,174444.575,88974.95,-0.595402181148529,8736389726208.0,688894115840.0,2
1586,60,4000,3,4,9,454,1,25,35,4,334972.6,179671.025,-0.31037235260009766,42366722048.0,551862665216.0,2
1587,59,3704,11,6,15,472,3,24,85,74,338895.15,148799.525,-0.17150171101093292,83809271808.0,874229923840.0,2
1588,196,3462,1,40,5,1022,89,97,84,3,163137.375,169946.2,-0.3644448518753052,76522242048.0,1306668040192.0,2
1589,56,3575,3,479,3,449,62,31,50,39,254324.7,161438.55,-0.36561188101768494,41487998976.0,1223692779520.0,2
1590,8128,3471,34,55,0,2566,48,31,53,23,226873.475,76733.09375,-0.6225336790084839,1682610061312.0,609875001344.0,2
1591,7109,3582,390,431,7,3134,91,99,91,7,110157.175,74385.1,-0.6938278079032898,3348662845440.0,1572716019712.0,2
1592,58,2660,13,16,0,570,3,2,52,32,522065.1,261913.9,0.37804752588272095,97450237952.0,226293809152.0,2
1593,48,3135,4,6,6,57,6,15,35,51,413187.125,241588.1,0.2674182653427124,30915198976.0,510516723712.0,2
1594,1080,3808,33,1485,12,53,68,97,91,82,146199.925,93194.38125,-0.6534860730171204,358899777536.0,2724351180800.0,2
1595,7424,3471,1789,74,0,3902,34,31,4,23,238671.825,81554.575,-0.60410475730896,10594394570752.0,508211298304.0,2
1596,314,3979,1018,61,0,4085,0,3,36,24,366516.35,132793.85,-0.46546685695648193,5415841562624.0,227560865792.0,2
1597,454,3513,7,847,4,6001,88,99,20,12,138473.6125,140345.6375,-0.5459480881690979,333788807168.0,1916704915456.0,2
1598,7803,3737,730,224,2,1988,20,15,87,99,255005.8,60674.325,-0.5793653726577759,5168468852736.0,704742817792.0,2
1599,3268,3950,474,17,0,220,3,30,27,4,303105.9,115205.75,-0.5480469465255737,3003798519808.0,280709267456.0,2
1600,7623,3719,134,49,0,974,100,97,15,35,112042.325,76526.78125,-0.70479416847229,2048623247360.0,1129655042048.0,2
