,Number of new latrines to build,Number of latrines to maintain,Number of new wells to drill,Number of wells to repair,Availability HWT,HW stations to build,percentage of infants to vaccinate,Access to tmt,percent adults given MDA,percent youth given Albendazole,Mortality,Morbidity,Timeliness,CapEx,OpEx
220,8187,3357,4,837,34,2170,31,3,51,100,5918.22890625,86866.50625,-0.8956953883171082,1524834500608.0,2268248145920.0
221,6338,2585,20,43,1,244,3,11,11,74,9487.9578125,118650.0625,-0.7001913189888,1214620106752.0,336219602944.0
222,6549,3808,24,19,0,4093,2,12,14,59,10119.859375,118491.9375,-0.7906036972999573,1412242604032.0,262628655104.0
223,8154,3810,5,1968,1,3941,4,4,60,100,5794.683203125,85847.575,-0.9003374576568604,1588815724544.0,2039983112192.0
224,62,3564,4,12,0,2586,0,6,3,58,12622.68046875,139129.55,-0.31897926330566406,125610229760.0,227991437312.0
225,6633,3615,4,12,0,2941,4,8,50,59,10213.18125,119174.85,-0.7859534621238708,1282440298496.0,274359533568.0
226,8154,3869,5,1971,0,3298,4,4,59,100,5761.906640625,85685.15,-0.8993887305259705,1565359079424.0,2011902640128.0
227,6338,3576,4,23,0,190,1,4,0,27,16402.85625,152893.525,-0.638128399848938,1130730094592.0,182118776832.0
228,7942,3354,7,101,63,3285,19,23,4,100,5908.85859375,87179.5,-0.8900941610336304,1538220228608.0,2532586815488.0
229,5298,2833,5,12,0,777,0,4,4,60,11434.17734375,130381.2625,-0.5882462859153748,976220848128.0,212639875072.0
230,8141,3567,2,13,0,1809,5,11,16,62,9637.3890625,113710.5625,-0.8415748476982117,1493417590784.0,276133281792.0
231,2521,3859,5,544,7,1537,26,44,0,100,6844.1625,100698.65625,-0.6048437356948853,520525512704.0,1249239498752.0
232,6841,3809,7,1196,57,2294,16,48,55,100,6048.959375,89376.76875,-0.8698005676269531,1310406475776.0,3368125988864.0
233,7486,3814,4,8,0,5642,1,0,14,50,10858.8625,120846.4625,-0.8230607509613037,1529463308288.0,192154386432.0
234,2877,3562,5,115,15,3321,3,3,4,99,6770.534375,99762.4125,-0.6273021697998047,647578255360.0,855902978048.0
235,6336,3425,4,11,0,2056,7,51,55,100,6143.02734375,92277.5375,-0.8198705911636353,1198453686272.0,512092110848.0
236,1214,2576,27,19,0,2578,0,3,4,60,12100.0390625,136098.0,-0.3555009067058563,443618557952.0,220015394816.0
237,6776,3608,0,82,62,1807,7,71,55,100,6192.105859375,91438.35,-0.8531956672668457,1245485465600.0,2589008330752.0
238,5938,3054,26,20,0,1269,0,5,4,33,15155.1171875,147912.7125,-0.6074792146682739,1213100064768.0,186721304576.0
239,8897,3859,45,465,27,5882,23,63,62,100,5727.465234375,83920.14375,-0.9135986566543579,1993765027840.0,1853175103488.0
240,64,3863,0,1052,0,252,19,52,63,88,8862.55625,117344.95,-0.39140886068344116,20334080000.0,1542234046464.0
241,286,3611,6,1879,62,2310,59,7,56,100,7045.4984375,102883.35,-0.5183846354484558,164775690240.0,4304707780608.0
242,4536,3346,3,1969,63,2061,88,56,40,100,6465.685546875,95823.18125,-0.7335124015808105,880172072960.0,4679711850496.0
243,1358,3353,7,1642,1,3323,4,58,48,100,6838.6453125,101426.0375,-0.5525815486907959,393463693312.0,1979930116096.0
244,8897,3818,3,48,6,6650,5,44,52,100,5725.4734375,83967.6375,-0.9130461812019348,1806741536768.0,658289655808.0
245,57,2576,2,13,0,225,5,7,63,66,12661.4671875,140035.225,-0.21774624288082123,28370556928.0,319520145408.0
246,7166,3865,251,8,0,4106,0,0,14,50,11029.321875,122661.0,-0.807370126247406,2682364624896.0,186424918016.0
247,7969,3344,4,60,1,2045,60,6,59,100,5964.701953125,88311.825,-0.8849669694900513,1482324836352.0,729374523392.0
248,6974,3864,229,8,0,2837,0,7,4,97,6175.625390625,90619.25625,-0.8661529421806335,2490008076288.0,268358172672.0
249,126,3375,4,231,2,245,4,9,56,99,7695.31796875,109144.175,-0.4214072525501251,51351674880.0,603972501504.0
250,3407,3350,7,1621,0,2822,59,58,55,100,6520.269921875,97780.10625,-0.653529703617096,731877146624.0,2250270572544.0
251,4225,3860,1,595,0,5883,31,63,48,100,6298.81953125,95030.725,-0.7270140647888184,955219836928.0,1200048701440.0
252,3900,3437,4,819,62,2312,2,23,47,100,6542.6265625,97090.625,-0.6919397711753845,783733751808.0,3061607563264.0
253,3918,3566,6,20,0,3074,0,4,4,30,15924.71875,153064.45,-0.45540764927864075,824904974336.0,181057716224.0
254,6913,3609,7,55,0,2356,62,60,12,100,6016.084375,90149.94375,-0.8573814034461975,1325202014208.0,886799073280.0
255,4740,3349,0,1149,63,2710,44,59,8,100,6399.103125,95153.1125,-0.7490468621253967,924000059392.0,3714634743808.0
256,8056,3822,4,238,63,5382,14,40,63,100,5825.389453125,85754.9875,-0.9003157615661621,1619203719168.0,2694366101504.0
257,1,3792,4,12,2,65,7,9,39,100,7705.3515625,109457.2375,-0.3967188000679016,23025274880.0,429943554048.0
258,96,3408,3,836,34,774,19,4,59,100,7266.07890625,105026.1,-0.48853445053100586,60307202048.0,2242179760128.0
259,7521,3606,0,33,0,2409,26,4,6,92,6586.68515625,93176.25625,-0.8703703284263611,1397135900672.0,433369546752.0
260,6341,3558,7,8,0,1800,0,11,16,29,15175.69375,146325.1125,-0.6781236529350281,1205345320960.0,199460569088.0
261,7938,3556,506,21,0,1925,0,7,11,99,5971.758203125,88276.7625,-0.8858594298362732,4042790535168.0,285754916864.0
262,124,3373,0,115,2,1638,11,59,56,100,7097.934375,103740.1625,-0.5038501024246216,81340162048.0,756133330944.0
263,190,3816,3,115,0,2131,3,55,51,100,6898.4359375,102361.7125,-0.5172905325889587,126174085120.0,660586954752.0
264,6145,3497,4,972,2,2106,62,14,63,100,6182.765234375,91749.2875,-0.8321061134338379,1167028518912.0,1586402557952.0
265,7993,3366,1050,20,0,2365,0,0,20,97,6075.3078125,88725.6,-0.8874449133872986,6853696684032.0,262420824064.0
266,6274,3357,5,18,0,385,0,0,15,26,16582.0921875,153812.725,-0.6226586103439331,1131822579712.0,163382001664.0
267,4034,3563,4,12,0,3537,0,9,7,62,10699.553125,125886.5,-0.5837435126304626,851748454400.0,237786464256.0
268,190,3819,3,139,0,2490,3,8,48,88,8247.07109375,111970.475,-0.47028911113739014,139270406144.0,430655078400.0
269,128,275,26,15,1,24,3,9,3,88,9505.9984375,122913.7375,-0.2773464620113373,156277784576.0,347718156288.0
270,4987,3350,0,1921,63,2713,48,59,48,100,6350.586328125,94359.65625,-0.7676495909690857,967107149824.0,4414708383744.0
271,6329,2754,5,21,0,1537,0,0,19,1,21002.7390625,171030.875,-0.562346875667572,1183422087168.0,133948358656.0
272,4034,3567,7,20,0,3521,0,7,7,33,15242.2421875,149687.75,-0.48588457703590393,866524790784.0,198324453376.0
273,3961,3604,3,1098,50,1197,36,4,12,100,6682.99296875,98585.3125,-0.6782170534133911,748557434880.0,3041701134336.0
274,6145,3561,2,51,33,4100,61,50,63,100,6122.24609375,90888.45,-0.8373398184776306,1229529546752.0,1879262756864.0
275,1214,3563,4,11,0,2602,0,11,55,68,10755.1546875,127995.7375,-0.42034050822257996,326733987840.0,288819970048.0
276,7998,2273,4,11,0,3841,0,3,15,5,17798.928125,153671.075,-0.7473858594894409,1552891510784.0,137896869888.0
277,1854,72,27,8,0,2282,0,7,4,90,7968.3421875,109873.85,-0.47717180848121643,544231653376.0,270936719360.0
278,900,3816,0,1951,0,3847,16,60,48,100,6811.75,101453.075,-0.540960967540741,297010593792.0,2314579214336.0
279,7166,3793,251,11,0,4045,7,0,16,74,8246.128125,105550.3375,-0.8427497148513794,2680138760192.0,264715763712.0
280,7577,3611,0,941,63,3854,63,71,8,100,5917.607421875,87315.8875,-0.8883050680160522,1459598131200.0,3648511279104.0
281,69,3607,0,20,0,7,0,3,48,3,28636.4,202783.4,0.16256962716579437,12266881024.0,173215481856.0
282,5786,3605,0,1842,62,3728,20,56,8,100,6183.691796875,92033.5125,-0.8167792558670044,1143224270848.0,4122324500480.0
283,414,2536,11,7,0,2597,0,3,11,59,12457.82578125,138231.6125,-0.3193467855453491,223127666688.0,213312143360.0
284,1137,3809,7,8,0,4093,0,3,14,34,16502.0203125,157559.6125,-0.26891303062438965,383081545728.0,181161066496.0
285,5252,3350,1,18,0,2333,48,59,11,96,6645.575,97078.8125,-0.7537803053855896,1004495896576.0,774914572288.0
286,6913,3552,27,27,0,2578,0,0,4,60,10089.8984375,118359.4,-0.7952656149864197,1435700297728.0,210064556032.0
287,3846,3560,3,1080,2,1202,27,7,12,98,6897.9078125,100676.75625,-0.6599013209342957,728720736256.0,1428921384960.0
288,8128,2775,4,986,0,2141,28,9,24,100,5866.4265625,87361.55625,-0.8871501088142395,1513505947648.0,1302871670784.0
289,13,3350,0,7,0,246,3,11,8,29,20661.2671875,175955.8,-0.008579729124903679,11237120000.0,242274566144.0
290,69,3600,0,20,0,7,0,2,48,61,13733.209375,145722.1,-0.18308737874031067,12266881024.0,245707538432.0
291,321,3607,59,8,0,37,3,9,3,90,8805.703125,116922.95,-0.36482569575309753,359309410304.0,307462275072.0
292,5,3345,2,3,0,266,0,11,23,0,29015.671875,203979.4,0.15743422508239746,20814080000.0,185871204352.0
293,14,3600,2,1991,2,1210,27,6,3,93,7986.9109375,110771.425,-0.4626852571964264,56817913856.0,2217884516352.0
294,1214,3567,11,19,0,2573,0,0,4,33,16862.534375,159264.0,-0.25489920377731323,361516204032.0,169771171840.0
295,1145,3820,3,151,56,2262,15,49,52,100,6934.88125,101786.675,-0.5525224208831787,297199370240.0,2491529035776.0
296,8034,3604,0,1842,63,2857,27,57,19,100,5877.52734375,86491.4625,-0.8963903784751892,1502782291968.0,4187118632960.0
297,5688,3609,4,11,0,4085,2,14,1,51,11523.803125,128265.925,-0.7024365067481995,1159667908608.0,246727966720.0
298,130,3808,5,13,0,386,0,5,8,2,27867.296875,200520.3125,0.11463918536901474,62311669760.0,153878511616.0
299,58,3600,0,43,0,568,0,3,48,28,20232.259375,174029.125,-0.053743988275527954,30817280000.0,226099363840.0
300,129,747,1,248,1,233,3,10,3,100,7599.42109375,109003.6,-0.39796215295791626,36076158976.0,563725926400.0
301,7966,3096,27,6,0,3293,0,0,8,35,12930.09765625,131732.95,-0.8022698760032654,1645089914880.0,160182042624.0
302,7938,3358,21,13,0,3650,0,3,7,24,14486.215625,138860.9,-0.7920936942100525,1622519054336.0,161791131648.0
303,6009,3819,0,1970,60,1872,20,56,51,100,6206.069921875,91919.2,-0.8310651183128357,1114337312768.0,4184090345472.0
304,2585,3615,56,20,0,3058,0,4,0,30,16690.18125,157763.3125,-0.33980047702789307,848272424960.0,180736999424.0
305,7864,3817,3,1975,63,2005,27,55,0,100,5938.4265625,87334.9625,-0.8920587301254272,1457467686912.0,4290692775936.0
306,6918,3310,4,19,0,2357,0,3,21,14,17180.7109375,153530.975,-0.7024253010749817,1310748835840.0,161900527616.0
307,4146,3607,7,20,0,4549,1,7,8,33,15091.334375,148727.975,-0.5083209276199341,923523088384.0,204911591424.0
308,6654,3608,229,8,0,2837,0,0,11,77,8147.7578125,106093.8,-0.8172547817230225,2434302214144.0,220324986880.0
309,5888,3433,4,23,0,213,0,0,7,67,10263.2734375,122541.7375,-0.6899499297142029,1053233250304.0,217923829760.0
310,6201,3010,5,21,0,3341,0,0,11,0,20106.4796875,166601.1,-0.6008179783821106,1226949787648.0,128375873536.0
311,1857,3102,11,20,0,3570,0,0,11,1,23693.6921875,185486.8,-0.14429737627506256,509820174336.0,130555052032.0
312,69,3600,1,20,0,4,0,2,48,29,21018.2359375,177219.6375,0.007897652685642242,17277440000.0,202922147840.0
313,198,2814,6,21,0,3647,0,0,7,33,17262.728125,161415.25,-0.190588116645813,198230376448.0,173125926912.0
314,6077,3539,4,20,0,1534,0,7,19,1,20972.984375,170736.4,-0.5756853222846985,1134324482048.0,159887802368.0
315,1983,3611,0,44,0,4093,19,58,63,96,7034.62265625,102173.8375,-0.5799382925033569,494513324032.0,685010124800.0
316,6210,3366,0,5,0,8,3,12,15,3,21716.8578125,174363.2875,-0.5438091158866882,1081328533504.0,185297043456.0
317,1905,3040,27,5,0,3612,0,0,23,34,16307.034375,156466.0,-0.29346761107444763,601628213248.0,168622391296.0
318,7970,3556,27,17,0,818,0,0,8,3,19252.83125,159817.8875,-0.7386820316314697,1555498270720.0,127817105408.0
319,3267,3349,3,883,0,2329,28,8,48,100,6551.00703125,98207.5125,-0.6424115300178528,669041295360.0,1235969376256.0
320,4039,3567,31,42,1,544,3,10,56,100,6856.1234375,101162.58125,-0.633795976638794,881674223616.0,396172886016.0
321,78,3600,7,20,0,996,0,3,3,2,26346.21875,195477.05,0.038340937346220016,85752307712.0,145324179456.0
322,4278,3562,4,20,0,2557,7,4,5,62,10756.9265625,126241.75,-0.5869159698486328,858473627648.0,268377030656.0
323,5,3345,0,4,0,266,0,11,23,2,28371.775,202031.2125,0.14577092230319977,10574080000.0,189498802176.0
324,185,2560,9,21,0,515,0,0,7,30,19940.628125,173127.675,-0.04120699316263199,97072005120.0,169997664256.0
325,3142,3817,3,1980,39,4085,19,53,63,100,6590.83125,97819.6875,-0.6598905920982361,711340195840.0,3533240532992.0
326,3006,3539,4,11,0,2590,0,7,12,6,21674.865625,177419.2125,-0.26401883363723755,638247632896.0,159608946688.0
327,6334,3103,10,8,0,3058,0,0,52,25,15374.921875,146680.2,-0.6753532290458679,1265378525184.0,173134594048.0
328,10,3817,0,7,0,4,3,12,15,29,21032.61875,177393.5125,0.009769636206328869,1886720000.0,251458813952.0
329,74,3600,6,20,0,571,0,2,3,2,27443.50625,199186.175,0.0967036634683609,64432001024.0,140544655360.0
330,6478,3600,5,9,0,3053,0,0,59,6,18559.4484375,159233.5625,-0.6733331680297852,1264663789568.0,153117392896.0
331,8130,3344,2,13,0,382,3,10,15,62,9976.99921875,116580.2875,-0.8273911476135254,1439445811200.0,260130701312.0
332,5809,2582,6,20,0,3853,0,4,12,1,20273.3125,168330.35,-0.5450593829154968,1182508122112.0,143860072448.0
333,8113,3567,4,20,0,995,0,3,28,2,19206.090625,159006.05,-0.7487198710441589,1469088661504.0,150627483648.0
334,8062,3103,123,8,0,4034,0,3,15,60,9604.0828125,113208.1,-0.8432947397232056,2180353359872.0,209223041024.0
335,6385,3053,4,29,0,2798,0,0,4,3,19530.6359375,164253.5875,-0.6201966404914856,1234051923968.0,135471030272.0
336,6342,3809,4,1173,57,3317,30,48,43,100,6087.659765625,90282.275,-0.8533514738082886,1245499752448.0,3425066287104.0
337,126,3355,0,1937,1,2314,4,36,15,100,7013.725,103340.10625,-0.5054105520248413,106348789760.0,2141955686400.0
338,66,3567,1,20,0,246,0,5,55,29,20576.4625,175428.425,-0.020599571987986565,25583362048.0,223006785536.0
339,894,3358,4,12,0,2580,0,0,11,3,23978.509375,186877.7,-0.09098900854587555,270225899520.0,127043108864.0
340,834,3089,4,19,0,1511,0,2,12,4,24573.759375,189208.7125,-0.043366938829422,220784001024.0,145280253952.0
341,1854,3102,20,20,0,3570,0,0,4,48,13757.78125,144452.675,-0.3517557680606842,555377885184.0,189932273664.0
342,192,3553,6,19,0,2495,0,3,8,30,17936.49375,164225.675,-0.18637977540493011,155160969216.0,183784210432.0
343,5,3310,0,2,0,260,16,55,16,65,12784.47421875,140776.3375,-0.22039254009723663,10355200000.0,633724207104.0
344,6265,3612,7,21,0,995,0,3,7,28,15814.09375,149891.9,-0.652739942073822,1162748755968.0,175498969088.0
345,5182,3864,7,8,0,7946,3,9,4,28,15165.73125,147177.375,-0.6195898652076721,1227792580608.0,204047941632.0
346,6513,3632,10,10,0,3090,0,0,59,59,10225.9296875,119370.9625,-0.7806189656257629,1297706254336.0,224220381184.0
347,189,3816,2,117,0,445,0,6,0,90,8593.1546875,115290.65,-0.3949572741985321,59374723072.0,361937043456.0
348,126,3566,0,81,1,1389,3,21,7,100,7091.1515625,104173.1125,-0.49506092071533203,72604803072.0,467447218176.0
349,6328,3355,3,1942,62,1845,59,43,15,100,6193.683984375,91698.9625,-0.8352949619293213,1184243908608.0,4392191787008.0
350,3205,3350,1,51,0,1690,63,52,12,95,7203.8828125,103263.38125,-0.5971524715423584,624697606144.0,902966214656.0
351,177,3566,6,20,0,3101,0,4,4,1,24812.340625,189975.05,-0.0468178428709507,174656651264.0,148143210496.0
352,1821,70,27,6,0,3298,0,0,0,35,16651.9640625,158647.2,-0.2125699818134308,575550717952.0,155857272832.0
353,7678,3812,229,4,0,5622,0,0,20,66,8939.4109375,109222.2125,-0.8496139645576477,2714156924928.0,207179759616.0
354,7358,3553,4,11,0,3563,0,0,4,3,18382.5234375,156488.425,-0.7348847389221191,1431338876928.0,120317722624.0
355,6670,3811,250,4,0,5129,0,0,11,69,8893.92265625,110722.1,-0.8146718144416809,2628219305984.0,206506541056.0
356,66,495,5,20,0,3355,0,3,12,5,24286.2625,188444.5,-0.007584379520267248,159479693312.0,151539728384.0
357,190,3344,2,10,0,29,0,6,4,25,22047.421875,181209.4875,0.03406480699777603,44373123072.0,187059290112.0
358,5949,3567,27,20,0,1598,0,7,20,71,9305.31328125,115572.575,-0.7379528880119324,1232136962048.0,253460692992.0
359,2174,3551,4,28,0,2577,0,0,12,1,23510.7359375,184590.25,-0.17541930079460144,492938887168.0,138352197632.0
360,1917,3588,7,25,0,3101,0,0,0,28,17449.7453125,161441.3125,-0.282114714384079,482675884032.0,165586796544.0
361,3850,3817,0,12,63,1832,20,12,15,100,6686.6609375,98801.5875,-0.6644664406776428,737039351808.0,2457585057792.0
362,142,3359,7,20,0,6660,0,0,3,29,17926.553125,164199.1375,-0.1831369251012802,303516188672.0,165124964352.0
363,827,3349,0,880,0,3814,16,11,51,99,6932.025,102403.675,-0.526469349861145,283098841088.0,1181771235328.0
364,8113,3536,4,28,0,2029,0,4,12,2,18655.5,156425.9125,-0.7589278221130371,1506808954880.0,152014258176.0
365,8957,3809,26,136,0,6135,9,52,15,100,5636.257421875,83681.9875,-0.9120507836341858,1916159393792.0,595178291200.0
366,8892,3821,229,119,0,6116,8,15,48,99,5714.701171875,84201.0,-0.9113506078720093,2943511166976.0,465117806592.0
367,6273,3612,7,20,0,1514,3,0,15,2,20555.1796875,168662.0625,-0.6053779125213623,1183074484224.0,152097882112.0
368,125,3600,2,4,0,740,0,2,0,37,17850.9890625,164481.375,-0.118928462266922,58995195904.0,172272762880.0
369,4804,3349,3,893,0,2713,44,8,8,100,6295.630859375,94797.9125,-0.7460670471191406,950610624512.0,1315853828096.0
370,5,3566,6,1985,63,709,76,40,11,99,7372.634375,105861.325,-0.4826991558074951,57454718976.0,4665425002496.0
371,189,3823,5,117,0,445,0,6,7,69,11795.6125,135420.1,-0.2777939438819885,74734723072.0,337950736384.0
372,5233,3815,4,8,0,7412,0,4,3,3,19798.0359375,166506.8625,-0.5588999390602112,1201830494208.0,132671111168.0
373,6073,2536,20,15,0,2554,3,1,8,35,14190.1625,142627.0375,-0.6355013847351074,1252757733376.0,190365696000.0
374,3203,3349,0,1139,0,2326,28,59,48,100,6564.4859375,98378.3125,-0.6384866237640381,642430795776.0,1652243955712.0
375,385,3535,20,10,0,994,0,0,4,3,26006.6328125,194360.925,0.027383649721741676,205681917952.0,122441965568.0
376,6015,3610,123,11,0,3050,0,0,8,12,17804.2109375,157633.8,-0.6338958740234375,1788115288064.0,135017791488.0
377,1857,3553,11,20,0,3572,0,0,11,2,23312.5984375,184044.175,-0.1656239628791809,509893050368.0,132306616320.0
378,8835,3810,229,119,0,6132,9,8,15,100,5651.37578125,83927.08125,-0.91033935546875,2934172286976.0,432013737984.0
379,6145,3812,0,1942,62,140,100,36,55,100,6415.4359375,94135.2625,-0.8233755826950073,1074828869632.0,4626354012160.0
380,8181,3089,0,29,0,1042,0,4,12,1,19465.2875,160356.2125,-0.740178108215332,1462160588800.0,151169826816.0
381,577,3859,13,2,27,3829,16,59,62,100,6946.28203125,101989.925,-0.535827100276947,306686066688.0,1477731418112.0
382,881,3297,4,12,0,2578,0,0,11,0,24791.825,189655.7375,-0.07413075119256973,267889885184.0,122916331520.0
383,8062,3358,3,3,0,3348,0,8,23,3,17964.159375,153244.175,-0.7681270837783813,1540928307200.0,151357505536.0
384,1726,3521,107,11,0,1021,0,0,4,0,26065.60625,194384.6,-0.030788246542215347,885548122112.0,118733619200.0
385,8897,3859,1005,14,7,6649,20,32,62,100,5723.616796875,83883.31875,-0.9136658310890198,6936944181248.0,717270220800.0
386,4230,3557,4,24,0,2589,0,7,4,2,21602.6734375,175891.025,-0.3774413764476776,851285114880.0,158554783744.0
387,6527,3552,4,28,0,3117,0,0,59,58,10351.69375,120143.3,-0.777472734451294,1270408282112.0,238377304064.0
388,6470,3614,4,11,0,1045,2,1,0,29,15470.821875,147886.9875,-0.6776736378669739,1184899268608.0,169443573760.0
389,3,3561,0,1985,0,261,76,59,48,99,7445.23359375,107228.275,-0.4464893639087677,10043518976.0,2757877039104.0
390,8897,3815,10,479,28,5380,23,52,15,100,5738.012890625,84163.01875,-0.9123432636260986,1796252237824.0,1843449561088.0
391,74,3567,4,20,0,963,0,2,3,2,26436.125,195782.45,0.043525781482458115,68492165120.0,140028149760.0
392,3452,3605,7,908,63,3817,11,56,48,100,6559.4375,97453.6,-0.6713715195655823,776008499200.0,3336994291712.0
393,343,3812,6,119,0,6003,8,36,55,100,6799.609375,101411.26875,-0.5284903645515442,309418917888.0,602579992576.0
394,129,3551,11,16,0,1546,3,0,15,2,25179.5125,191248.475,-0.028364282101392746,135174397952.0,153018957824.0
395,133,3822,12,7,0,1786,0,3,11,61,12208.8234375,136865.975,-0.33406129479408264,149745926144.0,216932532224.0
396,1849,3812,4,11,0,4914,1,4,3,51,13091.82109375,140826.325,-0.3893168866634369,521616687104.0,210255790080.0
397,6785,3815,504,7,0,7188,0,3,3,59,10021.55625,117822.6,-0.8007890582084656,4023831494656.0,201966911488.0
398,6334,3614,11,20,0,2570,0,0,12,2,19722.434375,164639.9625,-0.6369552612304688,1252696260608.0,131490594816.0
399,3317,3601,0,108,0,1512,24,15,15,100,6695.3796875,99897.875,-0.6156254410743713,632581062656.0,560835592192.0
400,62,3566,8,60,0,3573,15,7,11,99,6971.39921875,102948.75625,-0.5081323385238647,182096019456.0,440075223040.0
401,3904,3098,11,20,0,2581,3,0,11,33,15621.40625,152045.325,-0.43078893423080444,830083170304.0,191959957504.0
402,6077,3539,4,23,0,2562,0,7,19,26,15461.346875,147671.325,-0.6605137586593628,1171825754112.0,195461644288.0
403,6009,3556,4,24,0,4626,0,3,3,4,19108.1078125,162428.8875,-0.6267557740211487,1235283345408.0,143434694656.0
404,1,3310,0,45,0,245,0,55,23,61,13523.403125,144711.9375,-0.1972132921218872,9111680000.0,549381537792.0
405,1678,3823,6,8,0,5092,0,3,4,6,22268.234375,180354.65,-0.18240833282470703,508582363136.0,137143844864.0
406,99,3344,0,1058,0,260,31,21,60,98,7579.1421875,108242.5375,-0.4382188320159912,26718720000.0,1495016669184.0
407,7550,3609,504,7,0,1051,0,0,4,61,10085.98359375,117995.7625,-0.8138887882232666,3933124165632.0,194670673920.0
408,4866,3601,5,148,0,6120,25,55,15,100,6198.41328125,93662.2875,-0.7628603577613831,1095930871808.0,736305414144.0
409,2232,3602,27,8,0,2298,0,3,8,44,14406.9609375,147459.025,-0.3573446273803711,610617589760.0,189905387520.0
410,321,3557,4,5,0,2045,0,4,12,63,11809.9765625,134582.0,-0.3508140742778778,150961291264.0,222945820672.0
411,8250,3814,5,118,3,3047,31,55,15,99,5946.434375,86948.3,-0.8975740075111389,1572914724864.0,785541169152.0
412,3911,3818,4,1999,0,1557,4,15,12,100,6500.005078125,97469.5375,-0.6852760910987854,758106161152.0,2055891320832.0
413,58,2831,1,123,0,260,15,11,31,97,7823.21640625,110053.25,-0.4029727280139923,24701440000.0,528127524864.0
414,1862,3586,11,11,0,3325,0,0,3,15,20243.525,172783.1,-0.2231696993112564,501752954880.0,137643655168.0
415,4293,3690,0,1933,35,1808,19,55,15,100,6504.8359375,96494.3375,-0.7206218242645264,813281312768.0,3339731337216.0
416,73,3353,23,20,0,6651,0,0,0,29,17960.1546875,164403.275,-0.17859941720962524,373096349696.0,163619241984.0
417,6273,3551,11,30,0,2066,0,0,48,58,10702.6421875,123227.625,-0.7436763644218445,1223691599872.0,234303963136.0
418,2628,3558,5,11,0,2170,0,2,12,80,8893.5578125,115708.2875,-0.5268954634666443,562243829760.0,237522845696.0
419,3964,3098,11,20,0,1562,3,0,11,62,11318.76796875,130556.8,-0.5037846565246582,803354705920.0,230772490240.0
420,78,3536,4,19,0,1579,0,2,3,2,25174.940625,191302.225,-0.027082346379756927,91660156928.0,138456154112.0
421,8384,3827,18,16,12,6023,28,39,61,100,5784.93671875,85009.35,-0.9056844115257263,1771365728256.0,945861623808.0
422,6193,3353,20,11,0,6901,0,0,2,61,9991.053125,118573.225,-0.7590100765228271,1432225841152.0,196252663808.0
423,197,3566,4,4,0,2293,2,3,8,62,11964.0765625,135468.7,-0.3430616855621338,138422370304.0,227404546048.0
424,1857,3552,11,27,0,3091,0,3,11,2,23383.91875,184319.3125,-0.16327917575836182,492346277888.0,151843061760.0
425,2182,2576,21,49,0,3781,15,20,11,99,6769.2140625,100701.80625,-0.5679014325141907,625293459456.0,481854291968.0
426,1841,3833,27,11,0,5421,0,0,2,34,16119.8640625,155550.825,-0.31534862518310547,656479420416.0,162870607872.0
427,8121,3358,22,20,0,539,0,0,0,29,14658.0078125,140852.0625,-0.7783482670783997,1546006167552.0,160400736256.0
428,841,3733,3,68,39,4090,16,10,60,100,6916.40078125,101674.8375,-0.5435876250267029,310964453376.0,1734811320320.0
429,8078,3558,27,8,0,2858,0,0,20,47,11263.55,122653.2,-0.827361524105072,1648718118912.0,184979537920.0
430,7297,3589,503,0,0,2821,0,0,3,12,16923.0375,151207.2,-0.7421508431434631,3948531417088.0,122690478080.0
431,3515,3610,10,11,0,6021,0,5,11,12,19510.44375,168403.75,-0.37002113461494446,882737283072.0,157474963456.0
432,8113,3357,11,20,0,1018,0,5,4,14,17019.521875,150772.575,-0.7608434557914734,1505767718912.0,160172769280.0
433,130,3816,4,119,3,2074,1,55,0,99,7178.675,104246.31875,-0.5065925121307373,118769909760.0,668653518848.0
434,186,3818,4,6,0,3330,0,3,11,34,16948.959375,159898.025,-0.2162918746471405,174337245184.0,179474186240.0
435,185,3838,4,4,0,2109,3,4,7,33,17342.1609375,161646.075,-0.20514380931854248,129621114880.0,200109408256.0
436,1997,3565,4,20,0,3306,1,2,11,14,20383.375,173206.1,-0.22926120460033417,488720629760.0,163924836352.0
437,1842,3335,4,11,0,3549,0,2,3,44,14427.915625,147699.4125,-0.3416252136230469,470602874880.0,185405751296.0
438,6526,3553,107,8,0,1053,0,0,4,0,21088.73125,170486.1625,-0.6162874698638916,1722299187200.0,114100969472.0
439,8893,3485,229,7,0,6140,7,4,12,91,6351.266796875,89177.9875,-0.9028831124305725,2944560791552.0,293620744192.0
440,7728,3558,20,8,0,4084,2,2,13,60,9656.7390625,113764.6,-0.8384666442871094,1596674408448.0,217615007744.0
441,8014,3837,11,21,0,1018,0,5,4,17,16448.06875,148203.525,-0.769600510597229,1488533716992.0,165611864064.0
442,8118,3353,24,8,0,2500,0,0,24,31,13599.8,134735.95,-0.8017496466636658,1627261501440.0,165752586240.0
443,4282,3611,4,23,0,4626,0,4,3,3,20850.1359375,172532.7625,-0.42649805545806885,934647037952.0,146395267072.0
444,6274,3808,4,16,0,3613,0,4,7,4,18951.21875,161146.7,-0.658334493637085,1244460351488.0,142528233472.0
445,6917,3611,8,3,0,4917,0,3,3,51,10986.7171875,122897.1875,-0.7942525744438171,1424443572224.0,187390541824.0
446,6278,3625,11,6,0,3314,0,0,48,37,13333.684375,136630.575,-0.7196423411369324,1270088990720.0,185750994944.0
