,Number of new latrines to build,Number of latrines to maintain,Number of new wells to drill,Number of wells to repair,Availability HWT,HW stations to build,percentage of infants to vaccinate,Access to tmt,percent adults given MDA,percent youth given Albendazole,Mortality,Morbidity,Timeliness,CapEx,OpEx
226,3515,3329,116,6,2,1801,62,83,21,11,163847.2125,106566.6125,-0.6392760276794434,1271511646208.0,863975374848.0
227,7012,3998,159,90,0,1321,1,28,61,6,287474.9,86411.66875,-0.5495578050613403,2082919022592.0,329117466624.0
228,7995,3935,233,266,6,14,67,43,97,76,175084.4,62808.9,-0.6517649292945862,2585240272896.0,1198505459712.0
229,6883,3482,1733,5,1,1045,10,16,44,62,277082.775,75952.7375,-0.5614696145057678,10109275078656.0,360675278848.0
230,229,3840,11,1845,38,1870,96,95,19,55,129917.175,121070.025,-0.5699495077133179,164401922048.0,3985404067840.0
231,152,3891,16,1732,61,905,67,92,19,72,163271.4,121793.375,-0.5010430216789246,141394558976.0,4487507869696.0
232,4814,3321,886,37,3,1779,5,4,42,15,293645.25,94023.8125,-0.5549428462982178,5439238438912.0,321087602688.0
233,7341,2243,1343,14,2,6935,64,96,44,16,142479.2375,83716.06875,-0.510748565196991,8407071326208.0,885827174400.0
234,4801,2241,0,90,2,6348,54,95,41,8,160288.35,102123.01875,-0.4849277138710022,1067333189632.0,916895629312.0
235,7932,2687,890,1,15,6453,96,11,10,86,164387.4875,62634.3875,-0.7021540403366089,6173008330752.0,1302150512640.0
236,5083,3461,1149,5,2,1786,29,23,18,16,248121.85,92802.35,-0.5920982360839844,6832882450432.0,454179618816.0
237,7316,2784,1409,57,0,2337,47,35,5,15,221798.7,84154.35,-0.6235852837562561,8572901523456.0,575294144512.0
238,4453,2713,0,57,3,1742,38,35,9,8,230323.425,106513.3625,-0.6001745462417603,838726451200.0,614392922112.0
239,4772,3943,13,46,2,2872,41,91,17,8,170768.9625,94778.31875,-0.6079411506652832,1002040262656.0,768819986432.0
240,949,3824,30,757,63,6519,96,78,49,24,136386.2125,111190.3,-0.7028974890708923,556615008256.0,3745734983680.0
241,3450,3840,26,1797,32,1926,99,43,22,19,151910.4625,95028.5375,-0.7053203582763672,803956391936.0,3468161974272.0
242,159,3836,2,310,25,3894,82,39,45,43,198604.975,124155.7125,-0.540692150592804,179971850240.0,1936596533248.0
243,7107,3742,28,949,63,782,89,82,25,99,122695.8375,63066.325,-0.6872155070304871,1409073807360.0,3846885081088.0
244,874,3776,29,781,0,6025,81,87,49,15,159375.95,119040.9375,-0.6695330142974854,520417968128.0,1703632961536.0
245,8045,3138,1025,2,2,6920,31,32,93,21,227369.6,73264.65625,-0.5995376110076904,6900915634176.0,527070429184.0
246,7518,3361,1481,17,1,2028,44,31,43,15,221847.575,80811.4125,-0.6169795393943787,8965434900480.0,552983003136.0
247,6336,3825,925,71,1,1588,2,91,39,11,207064.8,88917.5,-0.5495727062225342,5896901492736.0,548292984832.0
248,7996,3598,93,7,0,369,36,7,55,15,269237.0,82289.35,-0.5973296165466309,1881564774400.0,407723474944.0
249,7868,3267,480,33,3,6933,92,96,43,19,110248.825,73366.70625,-0.6962202787399292,4080176988160.0,1083848130560.0
250,1400,3295,30,120,1,1807,58,13,54,10,265473.8,123853.3125,-0.6180245280265808,463231385600.0,702683283456.0
251,1469,3352,7,901,10,2698,97,92,55,92,118985.8625,84085.89375,-0.7014452219009399,389986549760.0,2278479888384.0
252,8570,3891,19,1738,56,454,92,91,80,100,111690.225,56032.39375,-0.6919489502906799,1605707497472.0,4356184735744.0
253,6884,2256,237,25,0,1053,20,100,43,31,192166.775,91067.63125,-0.39120107889175415,2450220122112.0,662368026624.0
254,276,3747,0,981,63,1143,90,8,34,18,222306.7,139430.125,-0.5410932302474976,89742712832.0,3669981921280.0
255,3955,2863,992,5,3,2345,70,8,49,11,215179.45,96949.88125,-0.6590551733970642,5853072588800.0,697891225600.0
256,6906,3904,31,1588,56,1478,92,45,80,93,146019.0625,58923.5375,-0.693356454372406,1414834028544.0,4099874226176.0
257,7936,2689,898,126,14,6452,99,84,43,53,110854.625,66441.36875,-0.7086254954338074,6214627360768.0,1567667519488.0
258,7484,2831,906,26,3,1613,6,36,6,23,252565.15,85420.3,-0.5553896427154541,6000377069568.0,403448201216.0
259,8314,3827,354,266,11,6392,99,92,48,23,105804.2625,70377.35,-0.7079854011535645,3492961320960.0,1574773719040.0
260,6623,2718,1015,66,2,6917,65,28,42,23,195672.425,78927.31875,-0.6545407772064209,6602064134144.0,748730122240.0
261,7973,3598,97,6,0,369,36,24,54,19,251140.65,81581.15625,-0.5973183512687683,1898040524800.0,469346680832.0
262,6906,3904,31,1739,56,1481,92,45,80,93,146002.425,58900.13125,-0.6933659315109253,1414943211520.0,4230267535360.0
263,8059,3955,1951,315,27,6934,100,32,46,80,144142.6125,59871.3,-0.7097064852714539,11644982788096.0,2046059872256.0
264,7909,3967,1695,116,7,6710,92,54,80,92,137234.575,55810.28125,-0.6971422433853149,10299979595776.0,1281387397120.0
265,3483,2718,25,6,1,2005,5,2,46,11,334289.9,114715.225,-0.5379810929298401,807463092224.0,223620071424.0
266,7652,3791,234,9,2,1025,3,27,20,12,269593.1,87509.175,-0.545898973941803,2567532445696.0,307746340864.0
267,1893,3944,780,85,0,1273,62,19,13,0,251874.675,121204.8,-0.6463983654975891,4369572954112.0,655670509568.0
268,3741,2713,1,217,3,1333,57,35,9,20,211655.025,108574.825,-0.6335986852645874,704981172224.0,889979404288.0
269,7827,2206,1050,29,2,6923,27,28,93,20,241379.55,81281.1875,-0.4367901086807251,6991076392960.0,514074869760.0
270,621,3967,28,610,15,1962,93,88,54,17,133395.05,118252.85,-0.6774540543556213,323037429760.0,2071423221760.0
271,158,3888,25,754,29,168,62,81,61,51,184935.225,134243.1,-0.48190543055534363,161633255424.0,2532096606208.0
272,227,3778,8,973,0,1147,67,23,34,21,268132.9,143409.2,-0.4989369511604309,122318716928.0,1531310243840.0
273,7229,3599,1894,6,0,7863,27,82,41,23,192904.4875,79063.9125,-0.5946612358093262,11242547707904.0,594394415104.0
274,1787,3937,27,1109,51,6377,37,85,46,98,180661.975,81323.85625,-0.6093329787254333,681953853440.0,3394448654336.0
275,4757,3223,25,92,10,2769,38,92,24,19,169825.9375,92803.43125,-0.6080752611160278,1057111539712.0,1066741202944.0
276,1946,3888,20,42,3,774,63,43,13,3,207213.275,128134.225,-0.6398153305053711,469395177472.0,799615483904.0
277,3642,3217,17,217,3,1803,22,45,10,43,236920.825,98607.025,-0.5816500186920166,786812764160.0,740818550784.0
278,155,3148,13,230,2,1992,96,80,50,20,174403.4375,164910.8375,-0.364846795797348,166210568192.0,1353413296128.0
279,7903,2873,1178,4,3,6207,66,43,85,0,177404.575,75924.45625,-0.6554437279701233,7633544675328.0,760748572672.0
280,8068,3936,3,1034,1,265,98,84,22,3,120283.7,82251.3,-0.7007669806480408,1429504786432.0,1876706721792.0
281,6948,3751,663,30,0,1338,25,27,16,0,258868.225,89935.34375,-0.5862865447998047,4652878266368.0,384141426688.0
282,5220,3345,26,9,1,1846,7,18,45,3,294093.95,98435.49375,-0.549061119556427,1109159575552.0,280890114048.0
283,8059,3919,16,1594,7,1510,92,32,47,94,154074.575,59491.3875,-0.6929874420166016,1539915513856.0,2486768238592.0
284,7901,3225,193,250,1,2036,21,19,19,44,260645.35,78187.675,-0.5801475644111633,2437839323136.0,607904727040.0
285,6351,2318,925,56,0,1591,2,83,20,8,225646.1,98266.7,-0.41074302792549133,5899621498880.0,478510514176.0
286,8325,3224,1339,5,24,6939,99,91,32,48,105774.5625,67093.98125,-0.7077401876449585,8558031142912.0,1787867168768.0
287,156,3935,3,54,6,1270,10,39,26,28,289666.3,148532.05,-0.3874114155769348,88846082048.0,627847790592.0
288,6459,3935,0,1076,56,1095,90,14,93,93,172010.875,59272.1875,-0.6898411512374878,1164328304640.0,3567506161664.0
289,5402,2343,377,25,2,797,29,100,55,0,178669.7125,103375.7625,-0.44100692868232727,2899695108096.0,723078676480.0
290,7489,3488,153,9,0,6386,32,20,22,10,257424.2,81992.56875,-0.5987630486488342,2320006381568.0,402069323776.0
291,6948,3687,741,25,1,1525,22,23,16,1,258918.75,90163.15,-0.5801793932914734,5059059908608.0,375251894272.0
292,8378,2401,893,5,0,5431,28,92,47,55,181298.1625,72251.6625,-0.5115683674812317,6228724940800.0,674095955968.0
293,3749,3911,1525,22,0,1029,93,7,15,0,210700.05,102954.40625,-0.6952669024467468,8498163744768.0,735345967104.0
294,283,3923,25,973,35,855,90,8,61,19,218316.2,130526.9125,-0.585811197757721,208455041024.0,2751541018624.0
295,6938,3206,1226,22,0,1050,85,16,14,57,195325.425,74536.28125,-0.6822066903114319,7523190964224.0,776183087104.0
296,444,3439,5,249,2,1969,29,23,22,18,292305.45,149821.6625,-0.4074714779853821,174720614400.0,701809033216.0
297,327,3383,1,40,1,1037,5,77,27,11,289921.95,186695.3125,-0.2134961634874344,99873906688.0,604128477184.0
298,356,2895,14,217,2,1847,0,95,50,20,256308.1,175658.4,-0.16273634135723114,201031041024.0,818463899648.0
299,275,3772,1,969,0,951,22,4,37,13,350356.25,150223.8125,-0.4272550642490387,87684472832.0,1144871321600.0
300,7365,3648,1657,249,3,714,91,43,42,86,149127.4625,63743.8,-0.6905118227005005,9791984369664.0,1212655468544.0
301,7332,3230,20,930,1,6398,89,85,25,31,126102.1125,74865.65625,-0.6921709179878235,1612153749504.0,1775328559104.0
302,3476,3312,22,1018,0,6220,99,36,87,18,175627.6625,89836.65625,-0.7101081609725952,944647700480.0,1796922408960.0
303,256,3919,3,314,58,781,27,36,17,79,265640.825,121114.45,-0.4600580334663391,88415354880.0,2715225161728.0
304,7872,3016,1965,57,3,1869,62,7,41,19,211673.65,77594.975,-0.6459335088729858,11499337678848.0,684961431552.0
305,7965,3969,1311,123,1,6857,64,22,78,40,203086.7,68577.94375,-0.6525596976280212,8349011673088.0,783573450752.0
306,1061,3455,27,5,0,1764,0,10,19,95,370289.375,105043.2625,-0.47081536054611206,387289579520.0,298018406400.0
307,7135,3876,97,1021,0,7817,33,43,31,79,225763.95,68095.08125,-0.6043678522109985,2023864664064.0,1449494446080.0
308,7493,3311,614,118,2,2766,29,99,63,95,165505.4875,62743.175,-0.5945120453834534,4548964384768.0,899841261568.0
309,5381,3872,29,1995,63,2038,98,82,25,8,118687.1875,85821.8125,-0.7034720778465271,1159550730240.0,4710804226048.0
310,6550,3133,6,509,3,757,92,36,45,41,156854.2125,76456.2875,-0.6921986937522888,1198559199232.0,1371825897472.0
311,901,3967,27,1797,32,646,99,43,22,28,167459.0,120741.0625,-0.7035667300224304,318652153856.0,3534497513472.0
312,7903,2872,1890,56,3,1858,61,4,86,12,215155.575,75550.0875,-0.6447919607162476,11120336175104.0,683731714048.0
313,6854,3233,1798,22,0,6173,42,19,22,53,241534.3,74862.125,-0.6182841658592224,10624095485952.0,522937171968.0
314,255,3276,1,450,2,137,83,24,41,8,255601.05,190753.4625,-0.33024394512176514,54508158976.0,1234459951104.0
315,7530,3264,20,1719,54,7156,99,91,47,76,105444.1875,61925.175,-0.7085331082344055,1674273357824.0,4275138461696.0
316,7405,2750,513,2,3,7150,55,39,25,20,193438.775,78807.7375,-0.6359555721282959,4176454615040.0,681059811328.0
317,6690,3879,110,244,1,6441,33,89,19,80,175982.0875,70150.8125,-0.6024785041809082,1962762829824.0,944470884352.0
318,142,3446,1,573,14,777,8,24,16,72,323574.175,151882.8125,-0.26492172479629517,58184323072.0,1320823685120.0
319,8422,3968,1936,116,6,2873,44,15,55,99,221842.7,59622.53125,-0.6181423664093018,11483228405760.0,860058943488.0
320,1345,3721,230,25,0,1290,13,4,26,60,341111.75,109916.35,-0.5655378103256226,1458796888064.0,326339330048.0
321,6955,2343,914,9,1,1482,2,0,16,15,311329.125,94277.69375,-0.4096822142601013,5944469618688.0,185418842112.0
322,3428,3967,16,261,7,2838,1,34,30,12,270650.75,101603.325,-0.5498841404914856,782196408320.0,713558327296.0
323,5083,3824,1019,27,0,1268,24,98,19,12,185453.4625,94845.0125,-0.5849182605743408,6148384620544.0,649006546944.0
324,6586,3841,226,5,6,6391,25,20,16,16,246142.25,83786.55,-0.5858091115951538,2536754642944.0,542452809728.0
325,6630,3616,9,21,1,1053,45,12,9,14,249061.9,90831.50625,-0.6086511015892029,1238643638272.0,490189946880.0
326,7925,3907,1566,1974,4,6857,99,42,80,93,137995.675,55139.36875,-0.7083448767662048,9647648931840.0,2800075669504.0
327,1387,3952,16,597,52,6935,100,92,51,17,118295.65,106975.825,-0.7103444337844849,576357728256.0,3294830264320.0
328,812,3999,897,32,0,689,70,3,54,0,274864.1,132138.3,-0.6582520008087158,4759128375296.0,627132334080.0
329,7412,2883,541,125,3,6376,55,39,22,20,193347.375,78924.8125,-0.6382846236228943,4292797267968.0,785765826560.0
330,925,3906,29,1797,37,905,67,39,17,44,205489.625,115304.2625,-0.6526239514350891,342518366208.0,3503755362304.0
331,6954,3767,1000,26,0,1330,27,27,19,48,253213.05,79040.51875,-0.5897735357284546,6379070816256.0,457096069120.0
332,5179,3808,1154,27,0,1269,14,29,16,3,274586.925,97502.1125,-0.5690280199050903,6856333852672.0,330910924800.0
333,991,3872,5,74,60,881,86,93,21,3,140379.8,137488.875,-0.6801429986953735,230252183552.0,3055658729472.0
334,6453,3922,914,1925,4,6961,97,92,47,94,106925.875,60027.3,-0.7050237655639648,6056956133376.0,2875916812288.0
335,1195,3440,20,950,59,1768,7,25,44,94,286158.0,94126.775,-0.527406632900238,374922215424.0,3136645496832.0
336,276,3744,0,981,48,1143,90,23,34,18,208334.425,139564.575,-0.5402807593345642,89742712832.0,3232280870912.0
337,658,3852,1,1021,14,112,62,95,55,16,163284.625,135501.4,-0.5990366339683533,123750400000.0,2262717169664.0
338,320,3127,17,214,1,2037,9,83,98,20,261895.3,157459.4,-0.2679333984851837,217055379456.0,831799885824.0
339,244,3840,2,48,7,142,43,6,9,14,303887.575,176391.7,-0.4121493995189667,57895686144.0,711686029312.0
340,108,3255,3,645,12,246,76,80,40,15,204116.95,195004.6125,-0.24577732384204865,43134730240.0,1923862233088.0
341,6853,3751,1430,30,1,1221,29,99,16,63,170543.325,76469.05625,-0.5917885303497314,8559112749056.0,744850522112.0
342,8473,3904,1172,11,0,6336,60,55,77,27,183412.8125,70299.43125,-0.646713376045227,7706756251648.0,724522827776.0
343,356,3972,2,390,62,7534,90,64,77,83,155714.275,91686.625,-0.6336244940757751,347052769280.0,3394328068096.0
344,327,3383,1,39,3,1265,2,77,8,11,271633.7,182199.9125,-0.2245880663394928,108191334400.0,593458626560.0
345,1509,3967,31,485,15,6939,99,43,12,16,160201.85,111365.75,-0.7083184719085693,674541469696.0,1799851606016.0
346,283,3715,30,57,0,1201,3,4,33,82,391894.3,127117.1,-0.36497360467910767,246677143552.0,325840535552.0
347,266,3923,0,1078,59,1288,98,19,34,9,198413.825,136168.95,-0.598261833190918,93291511808.0,3698685116416.0
348,6953,3879,1182,27,3,2866,14,12,40,60,264270.55,73048.6375,-0.5702062249183655,7366770688000.0,446171283456.0
349,3938,3326,31,460,1,2870,6,31,12,72,277478.95,87040.65625,-0.5575070381164551,948944764928.0,787015270400.0
350,7844,3816,1686,59,0,2806,2,0,47,29,308529.25,78353.11875,-0.5522546172142029,10100167147520.0,233055289344.0
351,7170,3872,32,197,35,246,100,82,30,99,112361.65,62885.925,-0.7037476301193237,1420967542784.0,2367134367744.0
352,152,3892,1,315,60,3958,63,92,19,72,164447.1,116306.1,-0.5165289640426636,175968026624.0,3195108327424.0
353,8103,2904,1949,59,1,6306,34,26,86,12,235585.1,75951.98125,-0.6052941083908081,11619491905536.0,531616727040.0
354,7947,3263,2,13,4,6294,55,56,9,12,179539.2,80444.45625,-0.6302146911621094,1623258824704.0,750762786816.0
355,33,3857,2,453,60,241,86,80,21,20,172116.425,165621.4375,-0.4765706956386566,24776318976.0,3399742390272.0
356,5627,2264,2,43,0,2281,98,94,22,11,128774.775,96967.8625,-0.5238208770751953,1072999170048.0,1118203281408.0
357,6589,1817,18,58,0,961,1,4,16,8,352919.225,131259.8125,0.036754436790943146,1274230210560.0,193802567680.0
358,7840,3384,157,56,3,1166,61,13,9,11,210012.85,83923.3875,-0.6414768099784851,2211162619904.0,669703077888.0
359,295,3640,30,37,3,1033,1,43,42,19,303843.2,161605.825,-0.31330251693725586,242637406208.0,473357090816.0
360,871,3888,14,1588,62,534,61,16,23,52,237646.35,115810.7,-0.6380018591880798,242784010240.0,4039120257024.0
361,6616,3776,1154,4,3,1226,62,4,80,3,217350.6,81692.725,-0.6444361805915833,7104918192128.0,633258246144.0
362,7514,3256,1285,927,15,1036,100,100,47,16,102339.1875,77094.9,-0.7053301334381104,7925030453248.0,2301109207040.0
363,7298,2822,799,58,7,1161,64,20,84,95,197423.875,60582.3375,-0.6485745906829834,5403669168128.0,985891799040.0
364,642,3128,22,6,2,1545,2,8,0,32,363233.45,166903.0625,-0.22213411331176758,280760942592.0,270177386496.0
365,7896,3199,1898,116,1,6968,92,23,74,27,170494.9375,70159.01875,-0.6975054740905762,11346489901056.0,924486991872.0
366,7931,3255,1634,51,0,848,84,56,22,79,158212.0625,67054.5625,-0.6805764436721802,9777645092864.0,947900317696.0
367,8027,3343,361,73,0,2327,2,0,44,34,312221.375,78234.975,-0.5521568655967712,3330549743616.0,249456410624.0
368,1509,3747,0,981,63,1160,1,20,93,98,294001.75,82880.275,-0.5490833520889282,305003528192.0,3252843970560.0
369,7948,3271,873,26,1,1477,29,24,20,12,246830.0,84425.9625,-0.5916429162025452,5907228393472.0,434822774784.0
370,8629,3215,1525,17,57,6395,100,100,47,16,100288.65625,71474.41875,-0.7096573114395142,9543425720320.0,2848712032256.0
371,5699,2041,124,1,0,1025,6,60,37,15,270213.95,115884.2125,-0.1705966591835022,1664353828864.0,412336881664.0
372,7291,3159,1662,6,2,1806,51,12,75,16,225032.05,78003.08125,-0.6282655596733093,9844538998784.0,574586880000.0
373,549,3967,31,1132,63,501,93,84,57,16,141499.95,128414.1125,-0.6586357355117798,272566386688.0,4104420065280.0
374,3631,2288,5,25,3,1265,87,84,50,16,145722.5625,119401.675,-0.46966153383255005,703831736320.0,1097164652544.0
375,1307,3966,31,1451,48,1257,100,92,31,16,120346.775,114538.4125,-0.7064998149871826,432097918976.0,3906249424896.0
376,490,3917,1,54,3,968,82,19,34,9,220747.775,142495.0375,-0.6002689003944397,125731831808.0,875993759744.0
377,8486,3904,1896,123,7,6351,99,40,76,93,138793.0125,54740.10625,-0.7081190347671509,11416446697472.0,1287033978880.0
378,8101,2247,46,6,0,1329,2,3,16,8,324680.775,97137.43125,-0.3227785527706146,1694223695872.0,150793273344.0
379,7508,2887,1045,77,62,1265,99,99,40,88,100730.125,62694.1625,-0.7040241360664368,6703540076544.0,3153076944896.0
380,546,3955,3,542,14,1876,24,88,41,12,203330.6375,129344.6125,-0.5420382022857666,178844139520.0,1561667567616.0
381,7975,3168,353,23,1,6968,60,27,10,7,207603.1125,81318.1125,-0.6439342498779297,3449840730112.0,610090942464.0
382,7987,3398,150,5,1,1477,18,31,22,3,255637.575,87951.8,-0.5688490867614746,2212257857536.0,365380993024.0
383,6852,2763,112,10,0,1844,12,3,27,3,307842.8,90960.7,-0.5620260238647461,1833505390592.0,216882380800.0
384,6439,3719,1689,4,3,6970,1,42,80,65,249257.075,70163.375,-0.5523726940155029,10022846201856.0,470047916032.0
385,664,3889,14,8,3,1015,49,97,7,11,175604.925,146007.7,-0.564151406288147,224296337408.0,921772687360.0
386,484,3326,14,25,2,1911,30,36,26,20,286883.6,157482.65,-0.3297509551048279,225648017408.0,576197230592.0
387,34,3948,3,477,13,243,3,88,21,19,245421.2,168841.475,-0.35570815205574036,30143363072.0,1381898780672.0
388,7872,2745,154,57,1,1594,45,31,41,3,224464.3,85048.5,-0.6168963313102722,2216986935296.0,578497675264.0
389,8180,3152,1122,6,2,6344,95,83,73,23,117627.4375,69792.69375,-0.7012074589729309,7400042528768.0,1033953345536.0
390,545,3854,2,518,63,1193,41,80,41,11,197598.975,133193.5875,-0.5456027984619141,148634238976.0,3231784632320.0
391,1275,3966,28,1460,48,1526,100,93,25,8,119986.0625,117664.925,-0.7069140076637268,420980457472.0,3905196130304.0
392,7931,3208,414,1988,56,6862,98,81,95,95,112254.0375,53988.43125,-0.7072029709815979,3750634717184.0,4575836241920.0
393,1590,3920,29,1993,0,7374,100,81,17,7,140975.8125,114759.55,-0.7110649347305298,694270689280.0,2786381266944.0
394,4125,2104,1,5,0,1054,13,14,9,12,347242.825,140688.175,-0.15689729154109955,761649954816.0,277315649536.0
395,8171,3320,782,29,1,2040,30,39,20,19,229485.625,81521.2125,-0.5938803553581238,5500667166720.0,498398593024.0
396,260,3265,22,25,2,1354,29,27,27,4,319381.75,188299.125,-0.18113192915916443,207294693376.0,518027083776.0
397,7483,3960,1673,896,7,6927,100,90,47,96,104541.6375,57576.4125,-0.7097164988517761,10121097773056.0,2089171419136.0
398,6563,3171,926,47,3,1870,96,11,22,28,169882.3625,78736.99375,-0.699951708316803,5951824330752.0,894022123520.0
399,8534,2873,1120,61,7,3010,66,12,40,100,198456.125,59260.33125,-0.6536185145378113,7329803141120.0,957049470976.0
400,31,3881,0,506,61,137,83,31,42,12,224854.55,165794.25,-0.47776472568511963,10394238976.0,3262642651136.0
401,6469,3880,1022,7,1,1994,29,77,27,12,195054.1375,86573.6,-0.5919462442398071,6431504334848.0,594547245056.0
402,1387,3920,33,73,5,6833,34,11,44,48,265215.85,101965.96875,-0.6039443612098694,659676790784.0,670848057344.0
403,5834,3824,285,459,7,6388,99,91,47,11,109554.625,79737.475,-0.708130955696106,2707816972288.0,1612921962496.0
404,8309,3331,275,1557,57,6407,99,7,47,99,161908.7,56177.375,-0.708259642124176,3088158294016.0,4026153041920.0
405,4322,2088,1,30,0,22,13,1,54,11,363950.3,138964.3875,-0.13161565363407135,758296281088.0,264940224512.0
406,6906,3255,30,443,7,7561,95,95,94,98,106087.0,55143.45,-0.7026286721229553,1631621873664.0,1713636638720.0
407,741,3895,17,74,1,1014,2,24,42,11,331573.6,141595.825,-0.5164569020271301,253024010240.0,364283691008.0
408,1050,3906,28,1866,42,1142,91,34,25,51,179943.375,106642.125,-0.6918978095054626,367804121088.0,3859527237632.0
409,1673,3399,25,282,8,7991,23,39,44,85,247321.275,90759.6625,-0.5872809886932373,710747619328.0,1031463108608.0
410,7876,3251,1005,489,5,6969,99,78,46,42,115239.325,68088.3125,-0.7084779739379883,6770883821568.0,1563847557120.0
411,482,3512,6,10,2,814,14,24,10,8,328555.85,177333.3625,-0.3137114644050598,144321265664.0,395442094080.0
412,7948,3899,638,127,4,1473,29,21,87,67,236434.85,66477.39375,-0.5930756330490112,4703883100160.0,712360984576.0
413,1049,3261,28,217,28,776,97,82,25,76,137440.45,110546.55,-0.6036189198493958,354278408192.0,2241800175616.0
414,7876,3212,925,105,2,6345,99,79,46,43,116290.6,68261.35,-0.7082380056381226,6338520285184.0,1145284329472.0
415,4290,3843,509,6,0,6223,10,4,9,19,312119.4,95906.9875,-0.5645931959152222,3579898494976.0,218446495744.0
416,7962,3903,143,15,0,241,60,55,74,27,190817.825,76205.075,-0.6377085447311401,2126976385024.0,745925771264.0
417,8838,3911,1895,98,1,6966,28,23,47,50,242542.625,69885.75625,-0.5950045585632324,11495038517248.0,549948751872.0
418,7997,3843,481,41,4,6967,14,90,49,83,186107.5625,65068.30625,-0.5721836686134338,4108994478080.0,753760141312.0
419,2357,3923,1026,54,0,6222,36,12,8,29,282490.35,105812.925,-0.6080535650253296,5890405040128.0,469443379200.0
420,226,3883,0,1570,61,918,2,26,15,55,308179.0,132936.35,-0.40330976247787476,72830722048.0,3676722954240.0
421,1370,3910,27,1813,53,1272,99,100,33,15,115279.225,114329.4875,-0.7049450278282166,423132168192.0,4399270723584.0
422,7925,3900,238,112,4,6921,28,55,77,33,206274.9625,71777.9875,-0.595487117767334,2850621751296.0,741584207872.0
423,803,3911,605,33,0,689,58,3,55,15,291293.275,128333.0625,-0.6320390701293945,3262521016320.0,573918019584.0
424,4570,2119,1,1,1,7170,13,25,40,12,296332.875,113593.075,-0.3092553913593292,1062227148800.0,348630122496.0
425,8537,3911,1814,100,6,6967,99,23,83,77,150631.25,57117.69375,-0.7083662748336792,11027957678080.0,1172830289920.0
426,666,3861,2,1818,55,6384,99,91,33,15,125031.05,120924.225,-0.6804331541061401,359065550848.0,4460169396224.0
427,6628,3320,30,1275,56,6422,96,27,82,93,154035.725,57576.1875,-0.7038424015045166,1541676728320.0,3801962250240.0
428,1573,3911,26,1586,2,1272,26,20,93,35,270515.625,102220.175,-0.5890138149261475,453350391808.0,1874736447488.0
429,65,3203,0,90,3,142,3,91,26,96,280192.875,189030.3875,0.01920541562139988,16495360000.0,853540536320.0
430,6172,3905,7,507,57,297,80,31,43,50,174579.6625,76365.675,-0.6723850965499878,1121096302592.0,3036238577664.0
431,1252,3751,13,457,63,7113,100,92,42,4,120718.0125,116227.475,-0.710328996181488,543990415360.0,3526522044416.0
432,877,3433,1,473,0,777,4,0,18,15,375069.1,146547.575,-0.4494894742965698,186133102592.0,573318430720.0
433,7190,3932,995,47,7,7433,97,85,30,76,111744.4625,63585.375,-0.7049336433410645,6617190891520.0,1293230276608.0
434,3716,3068,54,6,3,329,1,23,17,12,293205.3,118553.075,-0.5369229316711426,935363215360.0,324068671488.0
435,6453,2872,30,1157,7,6423,96,35,44,82,149659.8875,63861.21875,-0.7038159370422363,1511249543168.0,2128672456704.0
436,1146,3201,28,1850,34,1271,98,92,25,99,122994.475,93875.825,-0.6185480952262878,389221711872.0,3897783746560.0
437,6458,2899,408,43,3,2874,99,37,23,83,145401.05,65850.3375,-0.7054526805877686,3318011920384.0,1052621406208.0
438,31,3312,0,290,58,117,15,95,21,11,257022.95,217808.95,-0.09814713895320892,9664638976.0,2837919563776.0
439,33,3283,2,198,3,247,60,95,42,16,210301.05,205750.7125,-0.17968645691871643,24995205120.0,1213420142592.0
440,7545,3255,248,90,2,1225,45,52,79,77,194798.0125,66033.91875,-0.6179982423782349,2627881140224.0,814573551616.0
441,1157,3225,1,1989,41,1271,99,92,87,92,120701.825,86023.10625,-0.6335060596466064,252896673792.0,4260313956352.0
442,2024,3324,14,454,2,888,80,79,9,20,155718.95,120757.4625,-0.6730042695999146,456412135424.0,1381868109824.0
443,263,3199,14,62,2,894,80,79,9,55,201350.3125,173622.8,-0.2594994306564331,150076145664.0,1156803985408.0
444,1546,3851,285,132,5,6390,99,37,43,44,163094.4,97965.4,-0.7085486054420471,1961434808320.0,1199182446592.0
445,8154,3879,34,0,7,7433,1,4,31,8,288254.25,81901.71875,-0.5446245074272156,1864684011520.0,377045090304.0
446,65,3248,1,37,1,174,2,27,21,20,418801.8,244799.9,0.12027369439601898,22782722048.0,365651263488.0
447,430,3891,225,70,4,240,67,92,45,16,165530.3,144042.9,-0.5613080859184265,1235609714688.0,1134798831616.0
448,7834,3768,1526,14,14,7419,98,100,40,15,102644.375,73633.675,-0.7064405083656311,9447508279296.0,1455494266880.0
449,741,3851,5,1924,0,6415,29,88,45,81,206165.4,99222.28125,-0.5730735659599304,388612489216.0,2462936465408.0
450,7450,3862,2,1542,56,6343,99,86,81,51,109394.4375,64089.025,-0.708232581615448,1538528378880.0,4155914321920.0
451,6394,3916,2,459,63,1521,91,99,55,61,109513.1,69500.55,-0.6915307641029358,1178793541632.0,3454897225728.0
452,1737,3920,29,1078,0,7479,100,82,45,7,139092.4875,109322.125,-0.7115635871887207,723690848256.0,2012550266880.0
453,66,3309,3,1957,8,143,99,68,38,31,189898.9375,185162.325,-0.2880491316318512,32065923072.0,3039591661568.0
